txn_id,user_id,merchant_id,txn_ts,amount,txn_status,channel,device_id
27,39,2,2024-10-21 10:27:42,2159.68,SUCCESS,CARD,DEV0207
28,45,54,2024-10-28 06:35:20,5379.69,SUCCESS,CARD,DEV0225
29,129,31,2025-01-24 15:37:37,942.26,SUCCESS,UPI,DEV0179
30,146,7,2024-04-28 14:06:51,4326.84,SUCCESS,UPI,DEV0187
31,31,24,,5188.4,SUCCESS,WALLET,DEV0280
32,50,53,2024-11-16 07:20:47,2941.25,FAILED,CARD,DEV0412
33,16,41,2024-04-12 02:41:47,3151.53,SUCCESS,CARD,DEV0238
34,83,73,2024-12-19 20:40:46,0.0,SUCCESS,CARD,DEV0083
35,103,44,2024-12-09 23:51:23,0.0,SUCCESS,WALLET,DEV0377
36,85,61,2024-12-21 02:34:18,1931.89,SUCCESS,UPI,DEV0216
37,69,68,2025-01-05 14:32:59,163.56,SUCCESS,UPI,DEV0176
38,46,33,2024-12-09 15:57:11,0.0,SUCCESS,CARD,DEV0440
39,8,30,2024-01-13 14:44:08,0.0,SUCCESS,WALLET,DEV0259
40,144,1,2024-06-05 14:35:46,2233.83,SUCCESS,CARD,DEV0028
41,11,20,2024-03-17 03:47:55,0.0,SUCCESS,CARD,DEV0434
42,75,57,2024-03-28 16:03:41,430.97,SUCCESS,WALLET,DEV0391
43,21,2,2024-08-04 03:52:18,1466.87,SUCCESS,WALLET,DEV0252
44,89,13,2024-02-22 20:54:21,1094.31,SUCCESS,CARD,DEV0278
45,91,9,2024-08-15 13:40:52,3827.53,SUCCESS,UPI,DEV0108
46,92,29,2024-05-24 15:48:42,0.0,SUCCESS,WALLET,DEV0328
47,27,6,2024-11-27 04:38:48,814.62,SUCCESS,CARD,DEV0135
48,11,68,2024-06-25 12:35:17,300.89,SUCCESS,CARD,DEV0201
49,95,45,2024-04-30 22:34:17,0.0,SUCCESS,CARD,DEV0258
50,94,67,2025-01-08 13:22:10,0.0,SUCCESS,WALLET,DEV0091
51,110,70,2024-08-16 09:49:08,4626.54,SUCCESS,UPI,DEV0291
52,97,44,2024-04-12 20:03:42,1072.83,SUCCESS,WALLET,DEV0115
53,58,73,2024-07-21 22:30:56,1783.12,SUCCESS,WALLET,DEV0332
54,12,39,2024-08-10 08:29:16,1848.73,SUCCESS,CARD,DEV0189
55,130,16,2025-01-31 01:46:26,0.0,FAILED,WALLET,DEV0347
56,112,77,2024-09-13 10:52:28,4505.84,SUCCESS,UPI,DEV0426
57,89,77,2024-11-19 16:57:55,250.74,SUCCESS,CARD,DEV0222
58,156,80,2024-06-30 10:47:48,1694.0,SUCCESS,CARD,DEV0211
59,1,15,2024-03-06 00:28:33,0.0,SUCCESS,CARD,DEV0016
60,27,1,2024-09-02 01:43:29,1969.68,SUCCESS,WALLET,DEV0243
61,16,74,2024-09-21 08:05:37,1133.58,SUCCESS,CARD,DEV0048
62,76,14,2024-08-10 10:32:42,0.0,SUCCESS,UPI,DEV0346
63,72,36,2025-01-16 17:05:52,2592.61,SUCCESS,WALLET,DEV0028
64,119,78,2024-09-21 15:29:31,0.0,SUCCESS,UPI,DEV0274
65,20,46,2024-06-16 18:03:13,1590.11,FAILED,UPI,DEV0428
66,120,4,2024-01-06 06:24:50,0.0,SUCCESS,CARD,DEV0068
67,130,60,2024-12-15 19:26:57,176.2,SUCCESS,UPI,DEV0086
68,154,6,2024-09-25 10:32:44,1692.87,SUCCESS,UPI,DEV0259
69,10,43,2024-04-04 19:46:37,0.0,SUCCESS,CARD,DEV0423
70,113,15,2024-08-27 03:54:27,3346.94,SUCCESS,UPI,DEV0375
71,93,43,2025-01-02 08:03:50,1830.3,SUCCESS,UPI,DEV0098
72,113,15,2024-04-12 02:28:05,2012.7,SUCCESS,UPI,DEV0063
73,150,11,2024-03-12 09:43:21,0.0,SUCCESS,WALLET,DEV0424
74,130,32,2024-05-28 20:34:20,0.0,SUCCESS,WALLET,DEV0388
75,171,66,2024-02-26 16:34:13,0.0,SUCCESS,WALLET,DEV0155
76,140,56,2024-09-21 05:39:33,5570.39,SUCCESS,UPI,DEV0251
77,100,37,2024-05-08 15:48:20,2557.31,SUCCESS,WALLET,DEV0120
78,79,36,2024-09-17 14:53:43,943.78,SUCCESS,UPI,DEV0165
79,177,48,2024-05-30 05:47:28,0.0,SUCCESS,WALLET,DEV0415
80,136,32,2024-12-15 09:30:41,2308.31,SUCCESS,UPI,DEV0034
81,101,53,2025-01-19 12:38:21,682.62,SUCCESS,WALLET,DEV0057
82,155,56,2024-05-16 08:20:28,2370.32,SUCCESS,WALLET,DEV0215
83,133,57,2025-01-24 04:46:17,566.44,PENDING,CARD,DEV0268
84,139,5,2024-11-27 12:11:30,3288.57,SUCCESS,CARD,DEV0216
85,86,72,2024-07-14 20:52:03,0.0,SUCCESS,CARD,DEV0187
86,115,42,2024-12-28 00:31:25,0.0,SUCCESS,CARD,DEV0269
87,123,26,2024-12-26 00:45:02,2147.27,SUCCESS,UPI,DEV0375
88,115,66,2024-08-07 11:31:32,1620.46,FAILED,CARD,DEV0216
89,88,68,2024-08-10 13:16:02,1470.31,SUCCESS,UPI,DEV0384
90,93,66,2024-07-01 19:33:46,0.0,SUCCESS,WALLET,DEV0119
91,108,59,2024-10-17 23:53:56,329.44,SUCCESS,UPI,DEV0391
92,199,30,2024-05-10 23:54:06,864.04,SUCCESS,CARD,DEV0144
93,153,68,2025-01-31 01:10:32,2677.54,SUCCESS,CARD,DEV0158
94,142,24,2025-01-14 18:26:28,1410.17,SUCCESS,UPI,DEV0091
95,60,45,2024-07-25 03:12:50,1460.51,SUCCESS,WALLET,DEV0095
96,38,55,2024-11-07 08:23:09,0.0,SUCCESS,UPI,DEV0394
97,171,31,2024-03-12 00:29:45,3680.6,FAILED,WALLET,DEV0247
98,55,30,2025-01-09 07:40:06,757.09,SUCCESS,CARD,DEV0054
99,178,72,2024-12-14 07:56:32,429.86,SUCCESS,UPI,DEV0118
100,134,45,2024-09-08 06:57:37,0.0,SUCCESS,UPI,DEV0251
101,114,19,2024-05-27 08:38:20,4253.91,SUCCESS,UPI,DEV0209
102,182,52,2024-05-12 14:34:30,1751.01,SUCCESS,UPI,DEV0074
103,5,14,2024-06-14 13:20:40,1675.63,SUCCESS,CARD,DEV0278
104,57,18,2024-02-06 14:59:25,0.0,SUCCESS,WALLET,DEV0423
105,71,54,2024-04-28 07:01:02,2199.31,SUCCESS,WALLET,DEV0272
106,95,30,2024-12-30 00:59:13,1541.94,SUCCESS,WALLET,DEV0231
107,107,7,2024-03-12 23:13:24,1404.65,SUCCESS,WALLET,DEV0224
108,117,8,2024-04-14 21:42:36,0.0,SUCCESS,WALLET,DEV0235
109,95,4,2024-10-15 01:33:41,136.95,SUCCESS,CARD,DEV0222
110,166,20,2024-01-16 05:36:38,2360.27,SUCCESS,UPI,DEV0081
111,144,60,2024-03-05 01:07:43,2441.14,SUCCESS,CARD,DEV0216
112,190,56,2024-06-19 03:25:05,4119.25,SUCCESS,WALLET,DEV0446
113,56,37,2024-05-22 02:10:58,3455.46,SUCCESS,CARD,DEV0092
114,195,40,2024-05-16 08:54:41,0.0,SUCCESS,WALLET,DEV0274
115,187,71,2024-02-23 07:42:30,0.0,SUCCESS,UPI,DEV0403
116,121,43,2024-08-03 04:44:30,2993.66,SUCCESS,WALLET,DEV0152
117,178,14,2024-02-12 20:21:47,0.0,SUCCESS,CARD,DEV0040
118,91,79,2024-10-26 23:51:44,2551.56,SUCCESS,CARD,DEV0298
119,11,40,2024-12-14 22:01:29,3836.84,PENDING,CARD,DEV0213
120,38,70,2024-09-10 21:35:50,2971.85,FAILED,CARD,DEV0166
121,156,53,2024-02-29 04:16:11,4416.84,SUCCESS,CARD,DEV0282
122,79,56,2024-03-23 21:56:53,0.0,SUCCESS,WALLET,DEV0407
123,108,75,2024-09-22 12:42:42,930.49,SUCCESS,WALLET,DEV0213
124,198,30,2024-09-15 00:55:09,1479.83,SUCCESS,WALLET,DEV0098
125,175,24,2024-10-16 11:54:49,2795.12,SUCCESS,UPI,DEV0212
126,15,54,2024-03-17 08:58:29,3028.38,SUCCESS,WALLET,DEV0195
127,155,23,2024-04-13 01:40:33,0.0,SUCCESS,WALLET,DEV0203
128,92,37,2024-10-23 21:25:21,4111.68,SUCCESS,CARD,DEV0252
129,66,61,2024-06-02 01:06:33,2296.3,SUCCESS,CARD,DEV0327
130,31,12,2024-10-31 19:15:18,4107.5,SUCCESS,WALLET,DEV0028
131,168,1,2024-02-27 01:39:44,371.83,SUCCESS,WALLET,DEV0115
132,163,55,2024-08-31 02:30:21,2581.54,SUCCESS,CARD,DEV0047
133,2,8,2024-11-04 16:17:55,417.74,SUCCESS,WALLET,DEV0060
134,71,18,2025-01-30 22:26:59,0.0,FAILED,UPI,DEV0201
135,118,74,2024-06-24 15:46:59,343.5,SUCCESS,WALLET,DEV0448
136,71,34,2024-03-30 02:38:05,2536.39,SUCCESS,CARD,DEV0164
137,1,69,2024-03-01 21:48:05,3579.76,FAILED,CARD,DEV0298
138,113,67,2024-07-07 10:38:06,0.0,SUCCESS,WALLET,DEV0153
139,74,14,2024-06-22 06:39:33,3705.23,FAILED,CARD,DEV0162
140,56,48,2024-10-04 00:06:50,3064.26,SUCCESS,WALLET,DEV0283
141,8,24,2024-10-12 15:16:09,3422.37,SUCCESS,WALLET,DEV0242
142,56,63,2024-08-22 05:57:12,1560.7,SUCCESS,CARD,DEV0189
143,22,70,2024-04-23 15:03:57,1236.75,SUCCESS,CARD,DEV0231
144,140,25,2024-06-20 12:06:59,362.32,SUCCESS,CARD,DEV0407
145,180,13,2025-01-30 18:53:01,2289.87,SUCCESS,WALLET,DEV0311
146,97,19,2024-10-16 15:07:53,5710.39,SUCCESS,WALLET,DEV0164
147,187,47,2024-12-14 15:32:23,306.53,SUCCESS,CARD,DEV0190
148,60,67,2024-02-21 02:36:36,0.0,SUCCESS,UPI,DEV0169
149,73,36,2024-06-01 02:19:28,0.0,PENDING,WALLET,DEV0282
150,145,52,2024-01-06 19:56:16,2696.33,SUCCESS,WALLET,DEV0268
151,167,66,2024-11-06 12:46:57,3744.19,SUCCESS,UPI,DEV0146
152,9,6,2024-10-06 15:07:59,2944.7,SUCCESS,UPI,DEV0124
153,194,65,2024-08-19 10:34:33,0.0,SUCCESS,WALLET,DEV0319
154,31,71,2025-02-01 09:38:18,0.0,SUCCESS,CARD,DEV0190
155,58,47,2024-01-18 16:18:26,2315.25,FAILED,UPI,DEV0436
156,106,39,2024-08-09 11:33:32,2235.71,SUCCESS,UPI,DEV0248
157,82,11,2024-04-25 07:50:34,53.73,SUCCESS,UPI,DEV0082
158,26,32,2024-05-17 12:32:46,3367.23,FAILED,WALLET,DEV0212
159,103,72,2024-02-06 06:01:05,2513.64,SUCCESS,UPI,DEV0414
160,129,76,2024-11-07 00:05:08,1684.36,SUCCESS,UPI,DEV0212
161,151,79,2024-06-24 17:41:34,0.0,SUCCESS,CARD,DEV0326
162,142,68,2024-02-06 21:19:10,1930.81,SUCCESS,CARD,DEV0247
163,127,77,2024-04-30 11:06:50,0.0,SUCCESS,UPI,DEV0284
164,78,38,2024-04-01 23:29:32,3447.5,SUCCESS,CARD,DEV0089
165,111,17,2024-05-11 17:29:48,405.4,PENDING,WALLET,DEV0393
166,50,32,2024-01-30 01:23:31,876.07,SUCCESS,UPI,DEV0346
167,129,53,2024-01-11 21:26:28,5530.06,SUCCESS,WALLET,DEV0290
168,91,74,2024-08-16 09:27:14,3285.62,SUCCESS,WALLET,DEV0331
169,177,77,2024-07-20 12:11:20,2585.06,SUCCESS,UPI,DEV0205
170,62,34,2024-07-18 06:04:24,2022.89,SUCCESS,UPI,DEV0200
171,137,30,2024-02-14 14:39:56,746.02,SUCCESS,UPI,DEV0022
172,43,68,2024-07-11 09:36:35,3152.2,SUCCESS,UPI,DEV0293
173,167,69,2024-09-18 02:04:44,1828.57,SUCCESS,WALLET,DEV0112
174,91,9,2024-03-22 12:10:27,2520.48,SUCCESS,CARD,DEV0130
175,121,19,2024-01-06 22:54:11,3501.92,SUCCESS,UPI,DEV0160
176,99,65,2024-04-12 11:42:16,3413.09,SUCCESS,CARD,DEV0262
177,144,63,2024-09-16 18:14:14,2977.77,FAILED,CARD,DEV0262
178,93,22,2024-04-20 09:19:07,38.85,SUCCESS,UPI,DEV0055
179,167,38,2024-09-19 11:37:47,0.0,SUCCESS,CARD,DEV0254
180,134,66,2024-03-06 13:14:05,1118.37,SUCCESS,CARD,DEV0068
181,92,40,2024-05-03 05:57:25,1515.2,SUCCESS,UPI,DEV0399
182,133,25,2024-04-21 17:45:47,5263.08,FAILED,UPI,DEV0413
183,17,30,2024-09-04 21:27:01,3069.56,SUCCESS,WALLET,DEV0342
184,140,58,2024-05-21 20:47:27,0.0,SUCCESS,CARD,DEV0114
185,22,5,2025-01-14 15:16:18,1501.89,SUCCESS,CARD,DEV0355
186,82,30,2024-01-21 07:21:15,0.0,FAILED,CARD,DEV0399
187,147,13,2024-10-27 03:14:45,1199.47,SUCCESS,CARD,DEV0140
188,190,46,2024-06-01 15:28:07,0.0,SUCCESS,UPI,DEV0408
189,137,78,2024-02-29 10:53:51,0.0,SUCCESS,CARD,DEV0227
190,152,73,2024-05-26 04:59:04,0.0,SUCCESS,WALLET,DEV0419
191,23,37,2024-12-17 19:18:21,0.0,SUCCESS,WALLET,DEV0118
192,1,36,2024-07-15 22:57:00,1139.39,SUCCESS,UPI,DEV0400
193,85,55,2024-01-13 14:21:24,2590.9,FAILED,UPI,DEV0142
194,25,41,2025-01-23 13:40:10,3222.13,SUCCESS,UPI,DEV0068
195,173,75,2024-10-05 18:45:33,0.0,SUCCESS,UPI,DEV0175
196,32,54,2024-03-19 03:42:52,1470.0,SUCCESS,CARD,DEV0335
197,55,61,2024-05-01 15:12:25,0.0,SUCCESS,UPI,DEV0238
198,54,37,2024-12-19 06:30:27,53.43,SUCCESS,UPI,DEV0311
199,99,58,2024-05-09 14:30:49,0.0,PENDING,WALLET,DEV0174
200,118,51,2024-04-23 08:12:08,2540.56,SUCCESS,CARD,DEV0242
201,57,66,2024-02-24 17:20:46,3145.49,SUCCESS,CARD,DEV0341
202,23,79,2024-07-26 11:57:02,2818.61,SUCCESS,UPI,DEV0230
203,55,80,2024-06-24 22:55:57,4721.01,FAILED,CARD,DEV0218
204,139,70,2024-06-17 13:20:16,5382.18,FAILED,CARD,DEV0249
205,157,56,2024-07-26 20:29:25,900.63,SUCCESS,WALLET,DEV0086
206,21,68,2024-12-08 18:43:07,1304.29,SUCCESS,CARD,DEV0245
207,172,79,2024-08-03 07:47:37,1673.97,FAILED,WALLET,DEV0196
208,93,52,2024-08-26 12:28:56,4354.41,SUCCESS,UPI,DEV0406
209,88,6,2024-05-22 14:33:37,0.0,SUCCESS,WALLET,DEV0321
210,137,37,2024-06-13 13:44:51,324.4,FAILED,CARD,DEV0177
211,29,42,2024-02-14 03:56:31,2041.0,SUCCESS,CARD,DEV0028
212,130,12,2024-02-20 11:02:54,0.0,SUCCESS,CARD,DEV0381
213,154,29,2024-03-11 04:24:19,0.0,SUCCESS,UPI,DEV0189
214,78,45,2024-05-19 06:52:38,2671.76,SUCCESS,CARD,DEV0195
215,162,72,2024-01-24 22:14:36,3938.69,FAILED,CARD,DEV0169
216,157,20,2024-11-24 01:08:15,5316.77,SUCCESS,WALLET,DEV0358
217,37,70,2024-12-11 02:12:05,4092.42,SUCCESS,WALLET,DEV0002
218,38,12,2024-03-04 18:11:22,0.0,PENDING,WALLET,DEV0037
219,163,57,2024-08-08 08:08:17,3692.01,FAILED,CARD,DEV0010
220,185,40,2024-04-29 10:02:56,2016.7,SUCCESS,CARD,DEV0231
221,156,58,2024-07-16 11:03:17,961.68,SUCCESS,CARD,DEV0373
222,163,54,2024-03-12 01:33:41,790.67,SUCCESS,WALLET,DEV0096
223,73,8,2024-03-27 03:07:09,1322.98,SUCCESS,CARD,DEV0337
224,75,37,2024-09-20 11:46:45,5181.11,SUCCESS,WALLET,DEV0218
225,28,80,2024-01-01 07:37:10,35.08,SUCCESS,UPI,DEV0136
226,165,30,2024-03-04 20:47:37,2230.83,PENDING,CARD,DEV0422
227,141,56,2024-06-28 18:39:40,633.77,PENDING,UPI,DEV0265
228,192,50,2024-06-14 04:34:02,3514.19,SUCCESS,CARD,DEV0365
229,185,11,2024-09-11 11:17:24,1361.04,FAILED,UPI,DEV0121
230,22,51,2024-12-08 01:58:21,4104.2,SUCCESS,WALLET,DEV0106
231,88,56,2024-11-06 21:20:27,103.49,FAILED,WALLET,DEV0163
232,181,76,2024-12-14 04:39:38,1749.5,SUCCESS,UPI,DEV0261
233,11,8,2025-01-27 03:07:55,3265.07,SUCCESS,UPI,DEV0345
234,32,80,2025-01-10 22:04:51,2743.24,SUCCESS,CARD,DEV0447
235,120,9,2024-07-12 03:48:07,1722.66,SUCCESS,WALLET,DEV0120
236,170,35,2024-03-24 20:52:17,3843.29,SUCCESS,CARD,DEV0387
237,96,7,2025-01-10 05:24:42,0.0,SUCCESS,CARD,DEV0038
238,23,18,2024-07-04 00:53:18,1481.33,SUCCESS,CARD,DEV0336
239,79,38,2024-03-07 15:47:30,0.0,SUCCESS,CARD,DEV0121
240,37,55,2024-11-14 22:33:40,474.37,SUCCESS,CARD,DEV0089
241,175,48,2024-07-09 07:48:13,1084.11,FAILED,UPI,DEV0305
242,65,38,2024-09-04 06:44:59,3642.63,PENDING,UPI,DEV0062
243,165,6,2024-03-11 07:32:10,0.0,SUCCESS,UPI,DEV0006
244,95,48,2024-12-18 23:23:15,0.0,SUCCESS,UPI,DEV0141
245,34,66,2024-12-19 18:45:37,2811.95,SUCCESS,WALLET,DEV0249
246,137,40,2024-08-31 04:51:49,787.19,SUCCESS,CARD,DEV0308
247,31,44,2025-01-15 16:51:24,0.0,SUCCESS,WALLET,DEV0434
248,167,31,2024-09-07 23:24:07,1918.43,SUCCESS,CARD,DEV0251
249,61,51,2024-07-16 08:00:25,3691.73,SUCCESS,WALLET,DEV0083
250,180,55,2024-05-09 00:02:07,4114.02,PENDING,WALLET,DEV0077
251,93,22,2024-08-12 10:00:50,437.93,SUCCESS,UPI,DEV0221
252,118,23,2024-09-15 03:41:03,0.0,SUCCESS,UPI,DEV0179
253,120,65,2024-06-06 03:55:49,0.0,SUCCESS,UPI,DEV0257
254,97,49,2024-10-29 04:42:14,3452.02,SUCCESS,CARD,DEV0043
255,22,19,2024-01-05 11:14:34,0.0,SUCCESS,UPI,DEV0099
256,38,28,2024-12-11 05:57:31,962.27,SUCCESS,CARD,DEV0126
257,150,9,2024-06-19 03:50:54,2471.24,SUCCESS,WALLET,DEV0340
258,37,62,2024-06-13 06:40:45,0.0,SUCCESS,WALLET,DEV0336
259,166,42,2024-02-16 01:59:27,5721.41,SUCCESS,WALLET,DEV0201
260,197,20,2024-11-22 06:51:56,2967.43,FAILED,WALLET,DEV0254
261,188,19,2024-04-11 09:38:08,0.0,SUCCESS,WALLET,DEV0170
262,44,1,2024-12-02 19:17:07,0.0,SUCCESS,CARD,DEV0260
263,71,52,2025-01-28 23:48:47,2229.99,SUCCESS,WALLET,DEV0016
264,181,3,2024-06-08 22:18:05,1074.65,FAILED,UPI,DEV0383
265,163,15,2024-01-21 00:52:23,3333.15,FAILED,UPI,DEV0108
266,113,30,2024-07-09 09:39:51,2560.98,SUCCESS,UPI,DEV0330
267,54,57,2025-01-16 16:24:28,1177.86,SUCCESS,UPI,DEV0301
268,107,56,2024-03-12 15:02:59,5390.63,FAILED,UPI,DEV0285
269,107,15,2024-07-12 16:23:57,2575.57,PENDING,CARD,DEV0216
270,4,29,2024-09-22 05:30:55,1538.62,SUCCESS,WALLET,DEV0435
271,184,2,2024-11-03 21:53:16,3016.96,SUCCESS,CARD,DEV0100
272,195,37,2024-09-04 14:14:48,5072.71,SUCCESS,CARD,DEV0125
273,42,50,2024-12-02 19:50:31,2680.37,SUCCESS,CARD,DEV0054
274,179,8,2024-11-20 20:07:03,386.71,SUCCESS,WALLET,DEV0169
275,67,46,2024-01-22 13:21:22,710.86,SUCCESS,UPI,DEV0246
276,197,52,2024-04-10 12:22:32,2596.61,SUCCESS,CARD,DEV0065
277,192,75,2024-05-20 08:31:38,1227.7,SUCCESS,CARD,DEV0169
278,142,4,2024-04-30 20:33:08,455.34,SUCCESS,WALLET,DEV0338
279,16,66,2025-01-15 16:09:27,219.37,FAILED,WALLET,DEV0003
280,90,24,2024-02-06 23:38:06,2111.41,SUCCESS,UPI,DEV0146
281,13,23,2024-03-09 20:20:53,557.74,SUCCESS,WALLET,DEV0377
282,42,64,2024-11-05 13:14:12,7017.57,SUCCESS,WALLET,DEV0292
283,136,77,2024-04-05 09:14:23,2518.63,PENDING,CARD,DEV0287
284,72,68,2024-01-18 12:24:40,1991.45,SUCCESS,UPI,DEV0212
285,101,56,2024-04-17 17:54:51,3944.44,SUCCESS,WALLET,DEV0282
286,48,43,2024-11-01 23:10:28,387.46,SUCCESS,WALLET,DEV0110
287,105,64,2024-01-08 07:03:18,608.8,FAILED,WALLET,DEV0402
288,116,8,2024-10-10 05:48:57,330.64,SUCCESS,CARD,DEV0247
289,40,43,2024-02-06 12:14:25,1197.44,SUCCESS,UPI,DEV0146
290,109,78,2025-01-05 03:49:05,0.0,SUCCESS,UPI,DEV0362
291,45,28,2024-10-22 21:39:39,0.0,SUCCESS,UPI,DEV0255
292,191,1,2025-01-07 12:49:26,0.0,SUCCESS,CARD,DEV0346
293,86,28,2024-08-13 16:05:38,1142.43,SUCCESS,WALLET,DEV0205
294,13,14,2024-03-13 23:44:54,1371.7,SUCCESS,UPI,DEV0349
295,194,10,2024-12-06 10:15:19,2614.56,SUCCESS,UPI,DEV0167
296,61,78,2024-02-13 20:18:44,0.0,SUCCESS,CARD,DEV0292
297,75,73,2024-08-08 11:10:51,698.03,SUCCESS,UPI,DEV0302
298,3,26,2024-08-27 02:21:31,5410.89,SUCCESS,UPI,DEV0334
299,2,64,2024-01-14 21:10:09,2608.84,FAILED,UPI,DEV0032
300,7,5,2024-04-15 13:38:27,0.0,SUCCESS,UPI,DEV0359
301,55,68,2024-02-16 11:59:27,2873.0,PENDING,UPI,DEV0020
302,46,29,2024-11-12 19:06:30,1618.27,SUCCESS,UPI,DEV0251
303,84,65,2024-08-19 09:36:23,0.0,SUCCESS,UPI,DEV0281
304,138,69,2024-10-19 12:37:45,0.0,SUCCESS,CARD,DEV0401
305,130,33,2024-06-02 17:36:52,0.0,SUCCESS,WALLET,DEV0282
306,132,29,2024-09-14 12:51:35,963.78,SUCCESS,CARD,DEV0091
307,63,13,2024-12-24 14:14:03,0.0,SUCCESS,WALLET,DEV0089
308,58,16,2024-08-03 19:00:59,0.0,SUCCESS,WALLET,DEV0445
309,200,4,2024-09-03 15:26:13,0.0,SUCCESS,CARD,DEV0245
310,16,40,2024-05-11 07:15:56,82.23,SUCCESS,CARD,DEV0116
311,161,39,2024-03-03 04:09:26,2373.42,SUCCESS,UPI,DEV0313
312,45,32,2024-09-13 00:31:04,869.35,SUCCESS,WALLET,DEV0364
313,162,22,2024-08-18 02:00:38,3560.46,SUCCESS,UPI,DEV0205
314,180,33,2024-05-06 00:49:33,4565.76,SUCCESS,UPI,DEV0317
315,32,52,2024-06-17 03:27:57,5271.56,SUCCESS,CARD,DEV0094
316,15,47,2024-05-30 08:55:01,4267.44,SUCCESS,UPI,DEV0367
317,70,35,2024-03-11 11:51:33,0.0,SUCCESS,WALLET,DEV0443
318,58,60,2024-03-08 06:36:20,843.55,SUCCESS,CARD,DEV0229
319,95,22,2024-10-07 04:27:59,1665.09,SUCCESS,WALLET,DEV0327
320,144,66,2024-02-25 07:09:21,1038.12,SUCCESS,WALLET,DEV0235
321,111,34,2024-03-26 13:43:27,3230.06,SUCCESS,UPI,DEV0064
322,183,77,2024-01-02 09:53:44,0.0,SUCCESS,CARD,DEV0156
323,8,51,2025-01-23 23:26:06,519.86,FAILED,UPI,DEV0438
324,162,56,2024-09-28 14:22:22,1763.18,SUCCESS,UPI,DEV0375
325,163,74,2025-01-04 19:01:28,2916.4,SUCCESS,WALLET,DEV0019
326,90,39,2024-08-30 11:44:44,2260.3,SUCCESS,UPI,DEV0223
327,64,53,2025-01-24 07:22:29,2145.24,SUCCESS,CARD,DEV0214
328,142,50,2024-08-23 01:17:07,2385.19,SUCCESS,CARD,DEV0261
329,31,7,2024-08-14 17:31:46,268.79,FAILED,CARD,DEV0253
330,154,3,2024-01-31 20:58:44,0.0,SUCCESS,CARD,DEV0145
331,34,58,2025-01-23 19:37:30,1162.58,SUCCESS,UPI,DEV0294
332,167,8,2024-09-20 02:45:37,4694.03,SUCCESS,CARD,DEV0434
333,107,45,2024-05-19 16:03:33,0.0,SUCCESS,UPI,DEV0009
334,136,7,2024-10-16 13:51:26,2183.83,SUCCESS,UPI,DEV0421
335,36,70,2024-06-13 23:46:15,0.0,SUCCESS,CARD,DEV0407
336,13,15,2024-03-16 19:18:16,0.0,SUCCESS,CARD,DEV0105
337,42,51,2024-11-23 13:08:49,2566.73,PENDING,WALLET,DEV0109
338,54,24,2024-12-20 19:18:52,555.05,FAILED,UPI,DEV0122
339,140,19,2024-11-20 07:35:23,1483.07,SUCCESS,CARD,DEV0340
340,40,31,2024-09-02 09:41:47,5507.16,SUCCESS,UPI,DEV0087
341,90,7,2024-06-13 03:17:36,0.0,SUCCESS,CARD,DEV0246
342,52,79,2025-01-14 11:08:55,1417.38,SUCCESS,WALLET,DEV0219
343,152,42,2024-09-25 01:57:21,476.96,SUCCESS,CARD,DEV0170
