order_id,customer_id,store_id,order_date,payment_mode,order_status
10164,67,7,2025-11-29,UPI,DELIVERED
10165,42,6,2025-07-03,UPI,DELIVERED
10166,2,1,2025-11-28,UPI,RETURNED
10167,56,5,2025-09-24,UPI,CANCELLED
10168,55,8,2025-12-17,UPI,DELIVERED
10169,21,8,2025-10-11,NETBANKING,DELIVERED
10170,79,2,2025-06-30,CARD,DELIVERED
10171,103,1,2025-08-16,UPI,DELIVERED
10172,78,1,2025-09-09,CARD,DELIVERED
10173,32,5,2025-06-01,UPI,PLACED
10174,94,7,2025-06-03,CARD,DELIVERED
10175,91,7,2025-07-18,CASH,DELIVERED
10176,44,6,2025-08-25,CASH,DELIVERED
10177,110,4,2025-06-23,NETBANKING,DELIVERED
10178,68,5,2025-08-13,CARD,PLACED
10179,72,3,2025-08-26,UPI,PLACED
10180,14,8,2025-09-28,NETBANKING,CANCELLED
10181,83,5,2025-11-29,CARD,DELIVERED
10182,87,9,2025-08-27,UPI,PLACED
10183,99,6,2025-11-19,UPI,DELIVERED
10184,103,5,2025-07-23,CASH,DELIVERED
10185,70,4,2025-06-11,UPI,DELIVERED
10186,115,9,2025-10-15,CARD,DELIVERED
10187,21,4,2025-08-15,CASH,DELIVERED
10188,40,1,2025-09-28,CARD,DELIVERED
10189,68,10,2025-07-10,UPI,RETURNED
10190,78,3,2025-07-27,UPI,DELIVERED
10191,15,4,2025-08-07,UPI,DELIVERED
10192,20,1,2025-09-24,CASH,PLACED
10193,104,10,2025-08-11,CARD,DELIVERED
10194,44,3,2025-09-21,CARD,PLACED
10195,110,7,2025-06-17,UPI,DELIVERED
10196,39,9,2025-08-10,UPI,DELIVERED
10197,94,3,2025-06-08,CARD,DELIVERED
10198,17,4,2025-08-17,UPI,DELIVERED
10199,113,2,2025-06-17,UPI,PLACED
10200,8,7,2025-06-03,CASH,PLACED
10201,48,8,2025-09-12,UPI,PLACED
10202,99,10,2025-10-11,UPI,DELIVERED
10203,119,8,2025-12-12,UPI,DELIVERED
10204,80,6,2025-06-30,CARD,DELIVERED
10205,33,5,2025-08-17,CARD,DELIVERED
10206,113,3,2025-12-09,CARD,DELIVERED
10207,112,10,2025-06-25,CARD,DELIVERED
10208,106,10,2025-12-10,UPI,DELIVERED
10209,85,4,2025-12-31,CASH,DELIVERED
10210,76,9,2025-09-08,UPI,DELIVERED
10211,58,6,2025-09-16,UPI,DELIVERED
10212,104,6,2026-01-05,CARD,DELIVERED
10213,57,9,2025-12-25,UPI,DELIVERED
10214,97,2,2025-10-11,UPI,PLACED
10215,35,2,2025-10-28,UPI,RETURNED
10216,82,7,2025-11-03,UPI,DELIVERED
10217,69,7,2025-11-20,NETBANKING,DELIVERED
10218,118,2,2025-09-29,CARD,DELIVERED
10219,10,8,2025-12-20,CASH,RETURNED
10220,47,6,2025-11-03,CASH,CANCELLED
10221,106,8,2025-12-10,UPI,DELIVERED
10222,114,8,2025-08-25,CARD,PLACED
10223,15,8,2025-06-26,CARD,PLACED
10224,77,8,2025-09-18,UPI,PLACED
10225,1,2,2025-12-13,UPI,DELIVERED
10226,118,5,2025-06-06,CARD,PLACED
10227,59,8,2025-10-07,UPI,DELIVERED
10228,33,4,2025-11-21,UPI,DELIVERED
10229,103,8,2025-06-18,UPI,DELIVERED
10230,11,6,2025-08-14,CASH,DELIVERED
10231,39,1,2025-07-10,UPI,DELIVERED
10232,63,6,2025-10-30,UPI,PLACED
10233,38,8,2025-12-12,CASH,DELIVERED
10234,92,8,2025-12-29,UPI,DELIVERED
10235,119,8,2026-01-01,UPI,DELIVERED
10236,11,5,2025-08-16,UPI,PLACED
10237,98,1,2025-07-23,UPI,DELIVERED
10238,92,6,2025-06-25,CARD,DELIVERED
10239,78,4,2025-06-03,NETBANKING,DELIVERED
10240,41,9,2025-12-17,UPI,DELIVERED
10241,10,7,2025-09-10,NETBANKING,DELIVERED
10242,102,2,2025-08-11,NETBANKING,DELIVERED
10243,26,2,2025-11-26,UPI,DELIVERED
10244,31,3,2025-12-06,CARD,DELIVERED
10245,56,6,2025-07-06,CASH,DELIVERED
10246,61,7,2025-09-05,UPI,CANCELLED
10247,116,9,2025-09-23,CARD,RETURNED
10248,22,5,2025-06-26,UPI,DELIVERED
10249,95,1,2025-11-17,CARD,DELIVERED
10250,27,10,2025-12-30,CARD,DELIVERED
10251,62,10,2025-12-04,UPI,DELIVERED
10252,25,6,2025-07-22,CARD,DELIVERED
10253,44,9,2025-06-06,NETBANKING,PLACED
10254,24,8,2025-11-30,UPI,PLACED
10255,81,1,2025-10-03,CASH,PLACED
10256,6,10,2025-11-11,CARD,DELIVERED
10257,47,9,2025-08-19,CASH,DELIVERED
10258,16,3,2025-07-11,CARD,DELIVERED
10259,97,9,2025-06-05,UPI,DELIVERED
10260,77,7,2025-11-03,UPI,DELIVERED
10261,106,6,2025-06-09,CASH,CANCELLED
10262,74,6,2025-08-05,CARD,DELIVERED
10263,21,5,2025-06-21,CARD,DELIVERED
10264,103,3,2025-06-03,UPI,DELIVERED
10265,48,10,2025-11-22,CARD,DELIVERED
10266,57,4,2025-08-17,UPI,RETURNED
10267,2,4,2025-06-09,UPI,DELIVERED
10268,61,8,2025-10-28,UPI,DELIVERED
10269,44,1,2025-10-18,CARD,DELIVERED
10270,11,10,2025-08-04,UPI,DELIVERED
10271,78,5,2025-06-11,CARD,CANCELLED
10272,57,1,2025-09-14,CASH,DELIVERED
10273,118,4,2025-09-29,UPI,CANCELLED
10274,57,3,2025-09-22,UPI,DELIVERED
10275,66,1,2025-11-09,CARD,PLACED
10276,13,3,2025-06-28,CARD,DELIVERED
10277,11,2,2025-07-02,CASH,DELIVERED
10278,11,5,2025-10-18,CARD,DELIVERED
10279,51,4,2025-07-02,CASH,RETURNED
10280,50,9,2025-07-04,UPI,CANCELLED
10281,116,2,2025-06-10,UPI,DELIVERED
10282,75,3,2025-08-18,CASH,DELIVERED
10283,109,4,2025-08-06,CARD,DELIVERED
10284,104,6,2025-08-13,UPI,DELIVERED
10285,42,10,2025-12-21,UPI,DELIVERED
10286,106,8,2025-09-30,CARD,PLACED
10287,68,7,2025-08-05,CARD,DELIVERED
10288,108,6,2025-12-09,CARD,DELIVERED
10289,74,4,2025-08-21,CASH,DELIVERED
10290,53,8,2025-10-12,NETBANKING,DELIVERED
10291,25,8,2025-09-20,CARD,DELIVERED
10292,38,6,2025-12-05,NETBANKING,DELIVERED
10293,79,7,2025-11-14,CARD,DELIVERED
10294,35,1,2025-09-04,CASH,DELIVERED
10295,116,10,2025-07-21,UPI,DELIVERED
10296,32,3,2025-10-21,UPI,PLACED
10297,75,9,2025-09-29,UPI,PLACED
10298,99,4,2025-12-27,CARD,DELIVERED
10299,111,2,2026-01-01,UPI,DELIVERED
10300,81,5,2025-10-23,UPI,DELIVERED
10301,72,9,2025-09-21,NETBANKING,DELIVERED
10302,100,3,2025-06-06,CARD,DELIVERED
10303,85,4,2025-09-22,CARD,DELIVERED
10304,100,2,2025-11-15,CARD,PLACED
10305,87,1,2025-10-03,CARD,DELIVERED
10306,56,7,2025-08-24,UPI,PLACED
10307,65,9,2025-10-03,UPI,DELIVERED
10308,49,1,2025-10-09,CASH,CANCELLED
10309,87,1,2025-06-23,NETBANKING,DELIVERED
10310,112,3,2025-10-11,UPI,PLACED
10311,83,6,2025-09-12,CARD,DELIVERED
10312,51,2,2025-07-22,UPI,DELIVERED
10313,29,4,2025-09-05,CASH,RETURNED
10314,18,1,2026-01-03,CARD,DELIVERED
10315,16,3,2025-11-25,CASH,PLACED
10316,96,6,2025-07-25,NETBANKING,DELIVERED
10317,36,3,2025-10-17,CASH,DELIVERED
10318,116,3,2025-06-17,CASH,DELIVERED
10319,114,7,2025-11-17,UPI,DELIVERED
10320,92,4,2025-09-28,UPI,DELIVERED
10321,18,1,2025-09-24,NETBANKING,RETURNED
10322,60,1,2025-07-14,UPI,DELIVERED
10323,10,6,2025-12-04,NETBANKING,DELIVERED
10324,3,1,2025-10-26,CARD,DELIVERED
10325,10,10,2025-06-19,CARD,DELIVERED
10326,67,9,2025-11-20,CASH,DELIVERED
10327,114,4,2025-12-28,UPI,DELIVERED
10328,29,7,2025-12-03,CASH,DELIVERED
10329,71,6,2025-06-01,UPI,DELIVERED
10330,51,5,2025-06-13,UPI,DELIVERED
10331,54,8,2025-07-16,CARD,DELIVERED
10332,41,9,2025-06-22,UPI,PLACED
10333,35,9,2025-06-17,CARD,DELIVERED
10334,64,4,2025-11-22,CASH,DELIVERED
10335,66,7,2026-01-06,CASH,DELIVERED
10336,113,10,2025-12-06,UPI,DELIVERED
10337,93,2,2025-12-28,CARD,DELIVERED
10338,109,7,2025-06-16,CARD,DELIVERED
10339,89,10,2025-09-15,CASH,DELIVERED
10340,34,3,2025-10-26,CARD,PLACED
10341,108,5,2025-12-20,UPI,DELIVERED
10342,87,5,2025-11-20,UPI,DELIVERED
10343,48,4,2025-08-29,UPI,RETURNED
10344,2,6,2025-08-04,UPI,DELIVERED
10345,30,2,2025-08-28,CARD,PLACED
10346,43,1,2025-07-03,UPI,PLACED
10347,113,9,2025-07-10,UPI,DELIVERED
10348,118,6,2025-11-24,CARD,RETURNED
10349,58,1,2025-12-24,CASH,DELIVERED
10350,71,4,2025-11-13,NETBANKING,DELIVERED
10351,99,1,2025-10-01,CASH,DELIVERED
10352,35,8,2025-07-10,CARD,DELIVERED
10353,39,6,2025-10-21,UPI,DELIVERED
10354,31,10,2025-06-28,UPI,DELIVERED
10355,56,10,2025-11-27,UPI,DELIVERED
10356,48,3,2025-06-03,UPI,DELIVERED
10357,46,6,2025-12-27,UPI,DELIVERED
10358,26,1,2025-12-02,NETBANKING,PLACED
10359,24,1,2025-10-08,CASH,DELIVERED
10360,102,8,2025-08-06,CARD,DELIVERED
10361,104,6,2025-07-01,CASH,RETURNED
10362,58,5,2025-08-13,UPI,DELIVERED
10363,35,8,2026-01-02,UPI,DELIVERED
10364,9,5,2025-08-08,NETBANKING,DELIVERED
10365,62,6,2025-07-16,UPI,DELIVERED
10366,9,2,2025-07-15,UPI,DELIVERED
10367,115,7,2025-09-09,UPI,DELIVERED
10368,100,9,2025-11-06,CASH,DELIVERED
10369,76,2,2025-08-20,CARD,DELIVERED
10370,53,1,2025-08-09,NETBANKING,DELIVERED
10371,58,6,2025-11-28,UPI,DELIVERED
10372,44,8,2025-11-15,UPI,PLACED
10373,114,3,2025-12-11,UPI,CANCELLED
10374,56,8,2026-01-05,CARD,DELIVERED
10375,11,2,2025-09-05,CARD,DELIVERED
10376,53,5,2025-07-18,CARD,DELIVERED
10377,22,1,2025-10-06,UPI,DELIVERED
10378,26,3,2025-08-17,UPI,PLACED
10379,105,9,2025-12-21,UPI,RETURNED
10380,56,1,2025-07-10,CASH,DELIVERED
10381,57,4,2025-10-18,NETBANKING,PLACED
10382,46,10,2025-09-06,UPI,DELIVERED
10383,10,1,2025-07-08,CARD,DELIVERED
10384,97,1,2025-07-25,NETBANKING,DELIVERED
10385,76,4,2025-08-28,UPI,DELIVERED
10386,59,4,2025-11-02,UPI,DELIVERED
10387,43,2,2025-12-30,UPI,DELIVERED
10388,39,7,2025-11-08,CARD,DELIVERED
10389,97,9,2025-11-14,UPI,DELIVERED
10390,41,2,2025-09-30,CASH,DELIVERED
10391,75,9,2025-07-22,CARD,DELIVERED
10392,96,6,2025-08-22,UPI,DELIVERED
10393,10,4,2025-09-21,NETBANKING,PLACED
10394,75,8,2025-10-08,NETBANKING,CANCELLED
10395,5,10,2025-11-20,CARD,PLACED
10396,23,10,2025-08-14,CASH,CANCELLED
10397,85,4,2025-12-20,CASH,DELIVERED
10398,106,2,2025-07-19,UPI,DELIVERED
10399,82,4,2025-09-13,NETBANKING,DELIVERED
10400,89,8,2025-06-03,UPI,CANCELLED
10401,84,5,2025-07-02,CARD,DELIVERED
10402,30,3,2025-11-07,CASH,DELIVERED
10403,50,8,2025-11-25,CARD,DELIVERED
10404,105,3,2025-06-16,UPI,PLACED
10405,42,4,2025-11-21,UPI,DELIVERED
10406,77,1,2025-10-13,UPI,DELIVERED
10407,88,3,2025-08-24,UPI,PLACED
10408,45,9,2025-10-29,CARD,DELIVERED
10409,35,4,2025-10-15,UPI,DELIVERED
10410,41,5,2025-10-24,CASH,DELIVERED
10411,41,10,2025-07-02,CASH,DELIVERED
10412,23,8,2025-12-17,CASH,DELIVERED
10413,7,6,2025-07-13,CARD,DELIVERED
10414,29,2,2025-08-13,UPI,CANCELLED
10415,22,8,2025-08-31,CASH,DELIVERED
10416,3,1,2025-09-10,NETBANKING,DELIVERED
10417,83,9,2025-11-07,CARD,DELIVERED
10418,64,8,2025-07-29,UPI,DELIVERED
10419,5,8,2025-08-12,UPI,RETURNED
10420,24,2,2025-11-14,UPI,DELIVERED
10421,9,5,2025-11-25,CARD,DELIVERED
10422,78,6,2025-10-07,UPI,PLACED
10423,30,2,2025-07-02,UPI,PLACED
10424,27,9,2025-06-24,CASH,DELIVERED
10425,79,4,2025-09-05,NETBANKING,DELIVERED
10426,45,7,2025-06-08,UPI,DELIVERED
10427,38,2,2025-06-01,UPI,DELIVERED
10428,103,9,2025-07-30,NETBANKING,DELIVERED
10429,28,9,2025-11-06,UPI,PLACED
10430,83,5,2026-01-06,UPI,DELIVERED
10431,116,5,2025-11-24,UPI,DELIVERED
10432,73,9,2025-10-27,CARD,DELIVERED
10433,46,2,2025-12-10,NETBANKING,DELIVERED
10434,13,6,2025-07-30,UPI,PLACED
10435,83,5,2025-06-03,UPI,DELIVERED
10436,46,7,2025-12-16,NETBANKING,DELIVERED
10437,4,2,2025-11-10,NETBANKING,PLACED
10438,84,4,2025-09-21,CARD,DELIVERED
10439,80,7,2025-11-25,UPI,DELIVERED
10440,55,1,2025-08-17,UPI,RETURNED
10441,53,4,2025-09-18,UPI,DELIVERED
10442,18,8,2025-06-29,CASH,DELIVERED
10443,65,1,2025-10-11,UPI,PLACED
10444,112,4,2025-12-08,UPI,DELIVERED
10445,96,2,2025-07-18,UPI,DELIVERED
10446,72,6,2025-10-27,UPI,DELIVERED
10447,88,7,2025-10-24,CASH,DELIVERED
10448,47,4,2025-07-10,NETBANKING,DELIVERED
10449,91,9,2026-01-01,NETBANKING,PLACED
10450,106,5,2025-08-22,CARD,DELIVERED
10451,94,4,2025-08-27,UPI,DELIVERED
10452,108,3,2025-06-15,CASH,DELIVERED
10453,103,5,2025-06-17,UPI,DELIVERED
10454,55,3,2025-10-24,UPI,DELIVERED
10455,100,5,2025-10-14,UPI,DELIVERED
10456,9,6,2025-08-01,UPI,DELIVERED
10457,75,2,2025-08-11,UPI,DELIVERED
10458,20,4,2025-07-06,CASH,DELIVERED
10459,3,1,2025-09-21,CARD,PLACED
10460,63,10,2025-12-10,UPI,PLACED
10461,115,10,2025-10-28,CASH,DELIVERED
10462,120,10,2025-09-02,UPI,DELIVERED
10463,46,7,2025-11-06,UPI,DELIVERED
10464,19,10,2025-08-13,NETBANKING,DELIVERED
10465,87,10,2025-12-03,CARD,PLACED
10466,53,1,2025-07-16,CASH,RETURNED
10467,45,8,2025-12-02,UPI,DELIVERED
10468,58,1,2025-09-21,CARD,DELIVERED
10469,114,4,2025-10-16,CARD,DELIVERED
10470,97,10,2025-10-08,CARD,DELIVERED
10471,52,10,2025-10-27,UPI,DELIVERED
10472,96,10,2025-06-17,NETBANKING,DELIVERED
10473,101,8,2025-10-22,CARD,DELIVERED
10474,24,4,2025-09-15,CASH,DELIVERED
10475,21,7,2026-01-05,CASH,DELIVERED
10476,26,8,2025-09-30,NETBANKING,DELIVERED
10477,4,9,2025-07-06,UPI,DELIVERED
10478,77,5,2025-12-12,NETBANKING,DELIVERED
10479,68,3,2025-06-20,UPI,DELIVERED
10480,72,4,2025-08-09,UPI,DELIVERED
10481,44,5,2025-08-17,UPI,DELIVERED
10482,92,1,2025-08-06,,DELIVERED
10483,63,5,2025-07-09,CARD,DELIVERED
10484,81,6,2025-07-02,CARD,DELIVERED
10485,76,3,2025-06-12,CASH,DELIVERED
10486,32,6,2026-01-01,CARD,DELIVERED
10487,17,8,2025-08-03,NETBANKING,PLACED
10488,39,5,2025-12-10,UPI,DELIVERED
10489,5,4,2025-06-22,CARD,DELIVERED
10490,4,8,2025-07-14,UPI,DELIVERED
10491,91,1,2025-06-02,CARD,DELIVERED
10492,79,5,2025-10-21,CARD,DELIVERED
10493,53,7,2025-08-22,CARD,PLACED
10494,20,9,2025-12-01,UPI,DELIVERED
10495,25,10,2025-11-11,UPI,RETURNED
10496,4,7,2025-10-17,UPI,DELIVERED
10497,77,3,2025-10-01,CARD,DELIVERED
10498,51,8,2025-11-25,CASH,DELIVERED
10499,18,5,2025-06-07,CARD,DELIVERED
10500,71,6,2025-06-11,UPI,DELIVERED
10501,10,2,2025-11-22,CASH,PLACED
10502,110,5,2025-07-28,CARD,DELIVERED
10503,28,3,2025-11-02,CASH,PLACED
10504,14,1,2025-09-26,CARD,CANCELLED
10505,120,8,2025-09-19,NETBANKING,DELIVERED
10506,39,7,2025-10-21,CARD,DELIVERED
10507,80,6,2025-06-08,NETBANKING,DELIVERED
10508,80,7,2025-08-03,UPI,RETURNED
10509,99,6,2025-11-06,CARD,DELIVERED
10510,14,8,2025-09-15,UPI,DELIVERED
10511,69,3,2025-11-21,NETBANKING,DELIVERED
10512,44,1,2025-08-28,NETBANKING,CANCELLED
10513,109,5,2025-07-15,NETBANKING,DELIVERED
10514,31,6,2025-12-18,CASH,PLACED
10515,82,5,2025-12-02,UPI,PLACED
10516,6,10,2025-09-29,UPI,PLACED
10517,13,1,2026-01-04,UPI,PLACED
10518,41,3,2025-07-02,CARD,DELIVERED
10519,86,3,2025-07-12,UPI,DELIVERED
10520,41,9,2025-09-15,NETBANKING,DELIVERED
10521,74,10,2025-08-28,NETBANKING,DELIVERED
10522,31,7,2025-08-18,UPI,PLACED
10523,59,9,2025-07-28,CARD,PLACED
10524,115,1,2025-08-19,CARD,PLACED
10525,4,3,2025-06-11,UPI,DELIVERED
10526,60,8,2025-11-09,UPI,DELIVERED
10527,37,3,2025-08-14,CASH,PLACED
10528,120,3,2025-10-06,,DELIVERED
10529,21,4,2025-07-19,UPI,DELIVERED
10530,103,9,2026-01-06,CASH,DELIVERED
10531,38,4,2025-07-15,UPI,DELIVERED
10532,32,1,2025-07-20,CARD,DELIVERED
10533,95,4,2025-06-30,CARD,DELIVERED
10534,13,7,2025-07-02,UPI,PLACED
10535,5,8,2025-06-09,UPI,DELIVERED
10536,92,8,2025-09-21,UPI,DELIVERED
10537,5,10,2025-12-18,UPI,DELIVERED
10538,60,9,2025-08-27,UPI,PLACED
10539,21,7,2025-07-07,CASH,DELIVERED
10540,45,2,2025-11-28,CARD,DELIVERED
10541,5,8,2025-08-02,UPI,DELIVERED
10542,52,2,2025-10-23,CARD,DELIVERED
10543,118,1,2025-10-12,CARD,PLACED
10544,103,5,2025-07-13,CASH,DELIVERED
10545,119,10,2025-12-22,UPI,DELIVERED
10546,12,7,2025-08-23,UPI,DELIVERED
10547,44,6,2025-12-13,UPI,DELIVERED
10548,9,5,2025-08-16,CASH,DELIVERED
10549,4,3,2025-07-20,CARD,CANCELLED
10550,31,3,2025-08-01,UPI,DELIVERED
10551,39,2,2025-12-22,NETBANKING,PLACED
10552,72,8,2025-11-29,UPI,DELIVERED
10553,94,3,2025-11-10,CASH,DELIVERED
10554,56,3,2025-09-21,CARD,DELIVERED
10555,82,9,2025-12-15,CARD,DELIVERED
10556,37,2,2025-08-20,UPI,RETURNED
10557,107,6,2025-11-11,UPI,DELIVERED
10558,83,6,2025-08-08,UPI,DELIVERED
