order_id,product_id,quantity
10188,21,3.0
10189,9,3.0
10190,60,2.0
10190,53,3.0
10190,50,1.0
10191,57,3.0
10191,6,3.0
10191,24,3.0
10192,1,1.0
10192,38,1.0
10192,33,2.0
10193,53,1.0
10193,40,1.0
10193,41,1.0
10193,36,2.0
10194,44,1.0
10194,30,1.0
10194,22,2.0
10194,39,2.0
10195,37,3.0
10195,19,3.0
10195,21,2.0
10196,24,2.0
10196,55,1.0
10196,45,3.0
10197,40,3.0
10197,10,2.0
10197,38,1.0
10197,45,3.0
10198,26,2.0
10199,28,1.0
10199,56,1.0
10199,52,1.0
10200,54,2.0
10200,15,1.0
10201,9,2.0
10201,18,3.0
10202,20,2.0
10202,32,1.0
10202,9,3.0
10202,41,2.0
10203,2,1.0
10204,41,2.0
10204,14,2.0
10205,49,3.0
10206,57,2.0
10206,52,2.0
10206,58,2.0
10206,43,1.0
10207,15,3.0
10207,10,2.0
10208,46,1.0
10208,40,1.0
10208,58,2.0
10209,18,2.0
10209,50,1.0
10209,57,2.0
10209,58,3.0
10210,60,1.0
10210,31,2.0
10210,25,2.0
10211,15,1.0
10211,10,2.0
10211,44,1.0
10212,15,2.0
10213,13,3.0
10213,52,2.0
10213,44,1.0
10213,50,3.0
10214,57,3.0
10214,2,2.0
10214,8,2.0
10215,55,2.0
10216,20,3.0
10216,55,3.0
10217,56,1.0
10218,55,2.0
10218,3,3.0
10218,45,1.0
10218,52,2.0
10219,6,1.0
10220,43,1.0
10220,56,1.0
10220,48,3.0
10220,52,3.0
10221,25,2.0
10221,22,1.0
10221,35,2.0
10221,13,2.0
10222,36,2.0
10223,18,1.0
10224,40,1.0
10225,5,3.0
10225,55,3.0
10226,19,1.0
10226,48,1.0
10226,50,2.0
10227,9,1.0
10227,42,3.0
10228,1,2.0
10228,2,2.0
10228,25,3.0
10229,6,3.0
10230,19,3.0
10230,50,3.0
10231,50,2.0
10231,58,2.0
10231,60,3.0
10232,14,1.0
10233,49,2.0
10234,2,2.0
10234,45,1.0
10234,52,2.0
10235,39,1.0
10235,26,3.0
10235,22,2.0
10236,45,1.0
10236,54,2.0
10236,36,1.0
10236,33,3.0
10237,24,1.0
10238,17,1.0
10238,23,1.0
10238,21,2.0
10238,47,3.0
10239,7,1.0
10239,60,1.0
10239,29,1.0
10239,47,1.0
10240,19,2.0
10241,5,1.0
10241,42,3.0
10242,52,1.0
10242,1,2.0
10242,38,2.0
10243,41,3.0
10243,34,3.0
10243,52,1.0
10243,32,3.0
10244,41,1.0
10244,19,2.0
10244,52,2.0
10244,5,1.0
10245,41,3.0
10245,50,1.0
10245,46,3.0
10246,47,3.0
10246,13,3.0
10246,9,3.0
10246,57,2.0
10247,30,2.0
10247,21,1.0
10248,53,2.0
10248,44,3.0
10248,46,1.0
10249,8,3.0
10250,44,2.0
10250,57,1.0
10250,37,2.0
10250,25,1.0
10251,11,3.0
10251,13,3.0
10252,6,3.0
10252,33,3.0
10253,16,2.0
10253,60,1.0
10254,46,3.0
10254,11,1.0
10254,6,3.0
10254,18,2.0
10255,26,3.0
10256,50,3.0
10256,1,2.0
10256,33,2.0
10257,33,2.0
10258,38,3.0
10258,13,2.0
10258,33,3.0
10259,58,3.0
10259,21,3.0
10259,52,1.0
10260,38,3.0
10260,4,1.0
10260,48,1.0
10261,13,2.0
10261,6,2.0
10261,15,1.0
10262,53,3.0
10262,12,3.0
10262,40,3.0
10263,8,1.0
10263,48,2.0
10263,33,3.0
10263,31,2.0
10264,10,2.0
10264,29,2.0
10265,39,1.0
10266,25,1.0
10266,45,3.0
10266,54,2.0
10267,14,1.0
10268,27,2.0
10268,15,3.0
10268,33,2.0
10269,12,3.0
10269,2,2.0
10269,13,3.0
10270,10,2.0
10270,15,3.0
10270,55,3.0
10270,57,2.0
10271,17,1.0
10271,46,1.0
10271,56,3.0
10271,24,2.0
10272,14,3.0
10272,36,2.0
10273,20,2.0
10273,28,2.0
10273,27,3.0
10274,49,3.0
10274,20,3.0
10275,13,1.0
10276,39,1.0
10276,15,1.0
10276,24,3.0
10276,23,2.0
10277,37,2.0
10277,7,3.0
10277,32,2.0
10277,20,2.0
10278,15,3.0
10278,36,3.0
10279,47,3.0
10279,32,2.0
10279,44,2.0
10280,5,3.0
10280,21,2.0
10280,18,2.0
10281,56,2.0
10281,6,2.0
10282,44,2.0
10282,41,1.0
10282,17,3.0
10282,4,3.0
10283,27,1.0
10284,31,3.0
10284,40,1.0
10284,21,3.0
10284,41,3.0
10285,33,2.0
10285,1,2.0
10285,49,3.0
10286,14,3.0
10286,4,3.0
10286,20,2.0
10286,53,3.0
10287,19,1.0
10287,16,1.0
10287,3,3.0
10288,58,1.0
10289,51,3.0
10289,10,3.0
10290,42,2.0
10290,36,2.0
10290,35,1.0
10290,58,3.0
10291,32,1.0
10291,46,3.0
10292,58,3.0
10293,20,2.0
10294,34,1.0
10294,16,2.0
10294,54,3.0
10295,20,2.0
10295,43,1.0
10295,33,3.0
10296,29,1.0
10296,24,3.0
10296,54,3.0
10296,45,2.0
10297,12,3.0
10297,37,3.0
10298,15,1.0
10298,21,1.0
10298,44,3.0
10299,58,3.0
10299,53,3.0
10299,34,2.0
10299,9,1.0
10300,22,2.0
10300,29,2.0
10300,54,3.0
10300,18,1.0
10301,38,2.0
10301,37,1.0
10302,19,3.0
10302,51,3.0
10303,13,3.0
10303,5,3.0
10303,52,3.0
10303,11,2.0
10304,26,3.0
10304,9,1.0
10304,28,3.0
10304,3,2.0
10305,53,1.0
10305,50,3.0
10305,33,1.0
10305,24,2.0
10306,17,1.0
10307,38,3.0
10307,56,2.0
10308,1,3.0
10308,56,1.0
10308,41,3.0
10308,50,3.0
10309,28,3.0
10309,15,1.0
10310,3,3.0
10310,26,2.0
10311,22,3.0
10312,12,1.0
10312,22,2.0
10313,7,1.0
10313,43,2.0
10313,14,3.0
10314,40,1.0
10314,12,3.0
10314,38,2.0
10315,16,3.0
10315,32,2.0
10315,29,2.0
10315,56,2.0
10316,23,3.0
10316,59,1.0
10317,5,2.0
10317,41,3.0
10317,3,3.0
10317,39,2.0
10318,29,2.0
10318,33,1.0
10318,28,2.0
10318,15,1.0
10319,55,3.0
10319,10,3.0
10319,39,1.0
10319,16,3.0
10320,11,3.0
10320,12,1.0
10321,10,1.0
10321,20,2.0
10321,22,1.0
10322,45,3.0
10322,7,3.0
10322,10,1.0
10322,2,2.0
10323,56,3.0
10323,27,2.0
10323,28,1.0
10324,13,2.0
10324,51,2.0
10324,44,3.0
10325,20,3.0
10326,42,1.0
10326,2,3.0
10326,4,3.0
10327,52,3.0
10327,8,2.0
10328,19,2.0
10328,14,1.0
10329,34,1.0
10329,23,2.0
10330,10,1.0
10330,36,1.0
10330,4,1.0
10331,3,2.0
10331,50,3.0
10331,18,3.0
10331,5,2.0
10332,37,2.0
10332,4,3.0
10332,44,2.0
10332,9,2.0
10333,58,3.0
10334,57,2.0
10335,52,2.0
10336,13,2.0
10337,11,3.0
10338,38,1.0
10339,18,1.0
10339,16,2.0
10339,14,1.0
10339,54,3.0
10340,45,1.0
10340,32,1.0
10340,19,3.0
10341,60,2.0
10341,40,3.0
10341,13,3.0
10342,6,1.0
10342,57,1.0
10342,22,1.0
10342,26,1.0
10343,27,3.0
10344,30,2.0
10344,8,1.0
10344,9,3.0
10344,42,2.0
10345,58,2.0
10345,16,2.0
10346,39,1.0
10346,22,3.0
10346,53,1.0
10346,42,2.0
10347,20,1.0
10348,29,1.0
10348,7,2.0
10348,33,1.0
10348,43,1.0
10349,4,1.0
10349,37,3.0
10349,8,2.0
10349,43,2.0
10350,7,2.0
10351,9,2.0
10351,16,2.0
10351,14,1.0
10351,8,3.0
10352,55,1.0
10352,37,2.0
10352,16,2.0
10353,33,2.0
10354,43,1.0
10354,2,3.0
10354,14,3.0
10354,35,2.0
10355,12,1.0
10356,15,2.0
10356,5,3.0
10356,27,1.0
10356,57,1.0
10357,44,3.0
10357,18,2.0
10358,21,1.0
10358,46,3.0
10358,20,3.0
10359,35,2.0
10360,24,3.0
10361,21,3.0
10361,53,3.0
10361,36,2.0
10362,38,2.0
10362,50,2.0
10362,10,1.0
10363,19,1.0
10363,3,3.0
10363,7,1.0
10364,7,3.0
10364,1,2.0
10364,41,2.0
10364,10,3.0
10365,13,3.0
10365,60,3.0
10366,19,1.0
10366,53,3.0
10366,59,2.0
10366,47,1.0
10367,15,2.0
10367,39,1.0
10367,12,3.0
10367,33,2.0
10368,32,2.0
10368,20,2.0
10368,28,1.0
10368,53,1.0
10369,20,1.0
10370,29,3.0
10371,28,3.0
10371,49,2.0
10371,60,1.0
10371,21,3.0
10372,7,2.0
10373,12,3.0
10373,57,1.0
10374,1,1.0
10374,47,2.0
10374,15,2.0
10374,26,3.0
10375,58,2.0
10375,53,1.0
10376,1,1.0
10376,50,3.0
10376,4,3.0
10376,56,3.0
10377,6,1.0
10377,30,1.0
10377,16,2.0
10378,26,2.0
10378,57,1.0
10378,21,2.0
10378,45,1.0
10379,28,1.0
10380,17,3.0
10381,25,3.0
10382,34,1.0
10382,46,2.0
10382,8,2.0
10382,12,3.0
10383,15,3.0
10383,35,3.0
10383,42,2.0
10384,28,3.0
10385,49,2.0
10385,21,1.0
10385,33,1.0
10386,52,1.0
10387,60,1.0
10387,6,2.0
10388,52,2.0
10388,58,3.0
10388,56,1.0
10389,60,3.0
10389,59,1.0
10389,55,2.0
10390,11,3.0
10390,12,1.0
10391,43,3.0
10391,52,3.0
10391,60,1.0
10392,27,3.0
10393,23,2.0
10393,44,1.0
10393,33,2.0
10393,27,2.0
10394,7,3.0
10394,13,1.0
10395,41,1.0
10396,16,2.0
10396,9,3.0
10396,35,2.0
10397,11,2.0
10398,50,2.0
10398,23,1.0
10398,7,3.0
10398,27,2.0
10399,30,3.0
10399,8,3.0
10399,21,2.0
10399,52,2.0
10400,27,2.0
10400,16,2.0
10400,20,3.0
10401,46,2.0
10401,28,1.0
10402,8,2.0
10402,54,2.0
10402,28,2.0
10403,59,2.0
10403,53,2.0
10403,10,1.0
10403,19,2.0
10404,13,1.0
10404,6,1.0
10405,5,2.0
10406,25,3.0
10406,18,1.0
10407,9,1.0
10407,12,1.0
10407,25,1.0
10408,33,2.0
10408,3,3.0
10408,23,3.0
10409,54,3.0
10409,2,1.0
10409,1,3.0
10409,35,1.0
10410,19,2.0
10411,29,3.0
10411,32,3.0
10411,49,1.0
10412,13,1.0
10412,56,2.0
10412,17,2.0
10413,51,1.0
10413,42,1.0
10413,13,2.0
10413,10,3.0
10414,14,2.0
10414,41,2.0
10414,50,3.0
10415,59,2.0
10415,28,1.0
10415,11,1.0
10416,18,1.0
10416,58,1.0
10417,28,3.0
10417,19,3.0
10417,48,3.0
10418,4,3.0
10418,17,1.0
10419,28,2.0
10419,56,2.0
10419,7,2.0
10420,16,3.0
10420,15,2.0
10420,51,1.0
10420,58,1.0
10421,21,2.0
10421,58,1.0
10422,12,3.0
10422,17,1.0
10423,51,2.0
10423,10,2.0
10423,54,2.0
10423,18,1.0
10424,9,2.0
10424,44,2.0
10425,9,2.0
10426,40,2.0
10426,29,2.0
10427,50,1.0
10427,51,3.0
10427,30,1.0
10428,18,3.0
10428,13,3.0
10428,36,3.0
10429,38,2.0
10430,60,1.0
10430,49,1.0
10430,9,1.0
10430,48,3.0
10431,37,2.0
10431,45,3.0
10431,11,2.0
10431,36,3.0
10432,5,2.0
10432,11,1.0
10433,14,2.0
10433,17,1.0
10433,22,2.0
10434,33,3.0
10434,52,3.0
10434,26,1.0
10434,31,2.0
10435,32,3.0
10435,20,2.0
10435,54,2.0
10436,26,1.0
10436,34,2.0
10436,10,1.0
10436,47,3.0
10437,47,3.0
10437,55,2.0
10438,28,3.0
10438,24,1.0
10438,9,3.0
10438,15,1.0
10439,21,1.0
10439,44,1.0
10439,58,1.0
10440,10,3.0
10441,50,1.0
10441,13,1.0
10441,47,2.0
10442,42,1.0
10443,5,2.0
10443,8,3.0
10443,43,1.0
10444,31,1.0
10444,36,3.0
10445,57,1.0
10445,28,3.0
10445,35,2.0
10446,12,2.0
10447,56,3.0
10447,41,3.0
10447,19,1.0
10448,31,2.0
10449,14,3.0
10449,60,2.0
10449,28,2.0
10450,32,3.0
10451,34,2.0
10451,33,1.0
10452,7,3.0
10452,4,1.0
10453,21,2.0
10453,5,1.0
10454,45,3.0
10454,16,3.0
10455,1,2.0
10455,25,2.0
10456,51,3.0
10457,53,3.0
10457,38,2.0
10458,22,3.0
10459,26,3.0
10459,46,3.0
10459,56,3.0
10460,34,2.0
10461,25,2.0
10461,8,2.0
10461,19,3.0
10462,60,2.0
10463,58,2.0
10464,39,3.0
10464,51,2.0
10464,36,1.0
10464,27,2.0
10465,41,3.0
10466,55,2.0
10466,42,1.0
10466,59,3.0
10467,35,2.0
10467,46,3.0
10467,5,1.0
10467,22,1.0
10468,36,3.0
10468,21,3.0
10469,24,1.0
10469,34,2.0
10470,56,1.0
10471,26,2.0
10472,33,2.0
10472,18,3.0
10473,37,3.0
10474,27,2.0
10474,7,1.0
10474,21,3.0
10475,1,1.0
10475,46,3.0
10476,57,2.0
10477,45,1.0
10477,26,3.0
10477,31,3.0
10477,54,1.0
10478,23,2.0
10478,40,2.0
10478,36,1.0
10479,44,2.0
10480,6,2.0
10480,48,1.0
10481,22,3.0
10482,7,1.0
10482,57,2.0
10482,2,1.0
10482,13,2.0
10483,17,2.0
10483,16,3.0
10483,1,2.0
10484,55,3.0
10484,43,3.0
10485,41,3.0
10486,2,3.0
10486,48,1.0
10487,38,2.0
10487,47,3.0
10487,26,2.0
10487,15,1.0
10488,41,2.0
10488,52,3.0
10488,33,3.0
10488,50,3.0
10489,3,2.0
10490,29,2.0
10490,10,2.0
10491,34,3.0
10491,19,2.0
10491,56,2.0
10492,41,1.0
10493,16,2.0
10494,40,2.0
10494,7,2.0
10494,29,3.0
10495,41,3.0
10496,47,2.0
10496,10,2.0
10496,26,2.0
10497,52,1.0
10497,13,1.0
10497,53,2.0
10498,36,3.0
10498,9,1.0
10498,25,1.0
10499,32,2.0
10499,8,1.0
10500,39,1.0
10500,41,2.0
10500,29,2.0
10500,30,1.0
10501,7,1.0
10501,1,3.0
10502,30,1.0
10503,26,2.0
10503,9,2.0
10503,54,2.0
10503,7,2.0
10504,8,1.0
10504,36,2.0
10504,59,2.0
10505,20,1.0
10505,43,3.0
10506,59,3.0
10506,36,3.0
10506,23,3.0
10507,19,3.0
10508,1,1.0
10508,56,1.0
10508,28,3.0
10508,46,3.0
10509,26,2.0
10510,25,2.0
10510,32,1.0
10510,12,2.0
10511,43,3.0
10511,27,3.0
10511,53,1.0
10511,38,2.0
10512,36,3.0
10513,3,1.0
10514,11,1.0
10514,42,3.0
10515,2,2.0
10516,6,1.0
10516,46,2.0
10516,18,2.0
10517,53,3.0
10517,15,3.0
10518,54,3.0
10518,44,1.0
10518,26,2.0
10518,56,1.0
10519,9,3.0
10519,17,2.0
10520,54,2.0
10520,21,3.0
10521,8,2.0
10521,60,2.0
10522,12,1.0
10522,39,2.0
10522,33,3.0
10522,14,3.0
10523,17,1.0
10523,13,1.0
10524,50,3.0
10525,5,2.0
10525,55,3.0
10525,37,3.0
10526,16,1.0
10526,40,1.0
10527,20,3.0
10527,41,1.0
10528,49,3.0
10528,21,3.0
10529,14,3.0
10529,60,3.0
10530,42,2.0
10530,2,2.0
10530,58,2.0
10531,60,3.0
10531,51,2.0
10531,10,1.0
10531,50,1.0
10532,57,2.0
10532,1,1.0
10533,22,1.0
10534,46,3.0
10534,16,1.0
10534,49,3.0
10535,49,3.0
10535,12,2.0
10535,35,3.0
10536,41,1.0
10537,15,3.0
10537,56,2.0
10538,43,3.0
10538,37,2.0
10539,28,1.0
10539,13,3.0
10539,38,1.0
10539,37,2.0
10540,58,2.0
10540,47,3.0
10541,26,2.0
10541,18,1.0
10541,23,3.0
10541,2,2.0
10542,57,2.0
10542,27,2.0
10543,19,1.0
10543,34,3.0
10543,15,3.0
10544,52,2.0
10544,38,3.0
10544,2,2.0
10545,32,3.0
10545,2,2.0
10545,49,3.0
10546,22,1.0
10546,39,2.0
10547,25,2.0
10547,16,2.0
10547,51,1.0
10548,7,2.0
10548,34,1.0
10548,36,1.0
10548,29,3.0
10549,14,3.0
10550,34,3.0
10550,27,3.0
10550,51,1.0
10551,30,1.0
10551,27,2.0
10551,18,1.0
10552,10,1.0
10552,31,1.0
10553,53,1.0
10554,57,3.0
10554,39,3.0
10555,40,2.0
10556,34,1.0
10556,35,2.0
10557,13,2.0
10557,16,3.0
10558,5,1.0
10558,34,3.0
10558,19,1.0
10558,1,2.0
10559,49,2.0
10559,27,1.0
10559,18,3.0
10560,13,1.0
10561,51,2.0
10561,24,3.0
10561,29,1.0
10562,24,1.0
10563,48,1.0
10564,5,2.0
10564,2,3.0
10565,3,1.0
10565,14,1.0
10565,1,1.0
10565,41,3.0
10566,14,3.0
10566,8,3.0
10566,9,1.0
10566,30,2.0
10567,21,3.0
10568,49,3.0
10568,51,1.0
10568,31,2.0
10569,21,3.0
10569,27,3.0
10569,19,2.0
10570,46,1.0
10571,36,2.0
10571,17,3.0
10571,34,3.0
10571,14,1.0
10572,55,2.0
10572,24,2.0
10573,52,3.0
10574,36,1.0
10574,23,2.0
10575,27,1.0
10575,44,1.0
10576,21,3.0
10576,34,3.0
10577,50,2.0
10577,7,3.0
10578,54,3.0
10578,4,1.0
10579,2,2.0
10580,42,2.0
10580,1,1.0
10581,13,1.0
10582,31,3.0
10582,42,1.0
10582,18,2.0
10583,51,3.0
10583,48,2.0
10584,60,3.0
10584,44,2.0
10584,54,3.0
10584,27,3.0
10585,55,1.0
10585,21,1.0
10585,47,3.0
10585,35,3.0
10586,38,2.0
10586,57,2.0
10587,42,3.0
10587,12,1.0
10587,21,2.0
10587,7,2.0
10588,45,2.0
10589,28,3.0
10589,25,1.0
10590,53,1.0
10590,43,2.0
10591,57,1.0
10591,35,3.0
10592,47,3.0
10592,29,3.0
10592,25,1.0
10593,40,3.0
10594,32,3.0
10594,25,3.0
10594,47,1.0
10594,1,3.0
10595,15,3.0
10595,22,1.0
10596,19,1.0
10596,30,1.0
10597,57,2.0
10597,55,2.0
10597,46,3.0
10597,54,2.0
10598,42,1.0
10599,11,2.0
10600,53,3.0
10600,8,2.0
10600,35,2.0
10600,15,3.0
10601,18,2.0
10601,35,3.0
10601,42,3.0
10601,43,2.0
10602,37,2.0
10602,50,3.0
10602,22,1.0
10603,39,2.0
10603,45,2.0
10603,10,2.0
10604,31,1.0
10604,24,2.0
10604,60,2.0
10604,6,1.0
10605,42,1.0
10606,28,2.0
10606,27,3.0
10606,53,3.0
10606,12,2.0
10607,29,1.0
10608,9,3.0
10609,16,1.0
10609,32,3.0
10609,4,2.0
10609,43,3.0
10610,60,1.0
10610,10,1.0
10610,35,1.0
10611,46,2.0
10612,18,2.0
10613,60,2.0
10613,25,1.0
10614,60,3.0
10614,55,3.0
10615,32,3.0
10615,35,1.0
10615,45,3.0
10615,11,1.0
10616,53,1.0
10616,33,3.0
10616,17,3.0
10617,9,1.0
10617,23,2.0
10617,7,2.0
10617,3,1.0
10618,27,2.0
10618,47,3.0
10618,43,2.0
10618,54,2.0
10619,31,2.0
10619,58,1.0
10619,37,3.0
10620,32,2.0
10620,18,2.0
10620,16,3.0
10621,26,1.0
10621,5,1.0
10622,14,1.0
10622,15,2.0
10622,49,1.0
10622,11,1.0
10623,52,2.0
10623,3,3.0
10623,11,2.0
10624,41,2.0
10624,20,3.0
10624,59,2.0
10625,25,3.0
10626,28,1.0
10627,11,2.0
