order_id,customer_id,order_date,order_status,payment_method
74,128,2024-05-12,PLACED,CARD
75,1,2024-05-18,DELIVERED,NETBANKING
76,78,2025-01-14,PLACED,COD
77,97,2023-11-20,PLACED,COD
78,1,2023-11-29,DELIVERED,NETBANKING
79,31,2023-07-20,DELIVERED,COD
80,65,2024-01-17,PLACED,NETBANKING
81,20,2024-01-05,CANCELLED,COD
82,13,2023-10-15,PLACED,COD
83,39,2023-09-13,RETURNED,NETBANKING
84,131,2023-11-20,PLACED,COD
85,110,2023-01-30,DELIVERED,NETBANKING
86,142,2024-07-16,PLACED,UPI
87,13,2025-01-19,SHIPPED,WALLET
88,36,2024-10-21,CANCELLED,NETBANKING
89,13,2024-07-17,PLACED,NETBANKING
90,107,2023-12-18,PLACED,COD
91,67,2024-02-20,DELIVERED,COD
92,124,2024-07-24,DELIVERED,UPI
93,43,2024-10-20,PLACED,CARD
94,129,2024-05-24,SHIPPED,NETBANKING
95,86,2024-04-05,SHIPPED,WALLET
96,50,2023-09-07,PLACED,COD
97,143,2023-04-04,PLACED,COD
98,67,2024-08-06,PLACED,UPI
99,106,2024-01-28,SHIPPED,WALLET
100,54,2024-01-21,PLACED,UPI
101,128,2023-10-12,SHIPPED,COD
102,33,2024-12-04,SHIPPED,CARD
103,24,2023-10-05,CANCELLED,NETBANKING
104,103,2024-10-23,SHIPPED,COD
105,6,2023-05-11,PLACED,NETBANKING
106,126,2023-01-01,PLACED,WALLET
107,120,2024-04-04,PLACED,UPI
108,58,2023-06-08,PLACED,UPI
109,118,2023-03-29,SHIPPED,UPI
110,1,2023-05-09,PLACED,UPI
111,78,2023-05-12,SHIPPED,WALLET
112,112,2024-12-16,DELIVERED,UPI
113,19,2023-11-04,SHIPPED,WALLET
114,50,2024-02-02,PLACED,WALLET
115,1,2023-01-11,SHIPPED,NETBANKING
116,72,2023-11-20,SHIPPED,CARD
117,122,2024-06-22,PLACED,CARD
118,8,2024-02-26,DELIVERED,COD
119,15,2023-01-23,PLACED,NETBANKING
120,21,2023-09-21,PLACED,NETBANKING
121,95,2023-08-21,SHIPPED,COD
122,108,2024-01-07,DELIVERED,CARD
123,2,2023-10-27,DELIVERED,WALLET
124,18,2023-07-30,SHIPPED,CARD
125,80,2023-07-18,PLACED,CARD
126,68,2023-10-30,PLACED,WALLET
127,127,2024-09-16,PLACED,CARD
128,125,2024-03-03,CANCELLED,UPI
129,38,2024-02-07,PLACED,UPI
130,37,2024-03-01,PLACED,UPI
131,48,2024-02-07,SHIPPED,COD
132,29,2023-03-23,CANCELLED,COD
133,49,2023-07-09,DELIVERED,WALLET
134,120,2023-02-02,PLACED,NETBANKING
135,96,2023-12-06,SHIPPED,UPI
136,1,2023-03-22,PLACED,COD
137,108,2023-05-07,SHIPPED,CARD
138,98,2024-01-01,DELIVERED,COD
139,111,2023-03-31,PLACED,NETBANKING
140,51,2024-01-17,SHIPPED,NETBANKING
141,50,2023-11-28,PLACED,NETBANKING
142,8,2024-10-08,SHIPPED,NETBANKING
143,11,2024-01-20,PLACED,UPI
144,16,2023-09-21,PLACED,UPI
145,87,2024-01-07,PLACED,WALLET
146,12,2023-09-26,DELIVERED,COD
147,71,2023-11-01,PLACED,WALLET
148,17,2023-01-25,DELIVERED,UPI
149,122,2025-01-02,RETURNED,NETBANKING
150,65,2024-03-16,DELIVERED,CARD
151,128,2023-07-07,PLACED,COD
152,39,2024-09-13,PLACED,COD
153,118,2024-01-06,DELIVERED,WALLET
154,21,2024-06-08,PLACED,CARD
155,64,2024-02-22,PLACED,UPI
156,124,2024-07-19,SHIPPED,CARD
157,110,2023-04-18,RETURNED,COD
158,22,2023-08-02,PLACED,NETBANKING
159,115,2023-06-27,PLACED,NETBANKING
160,118,2024-09-27,CANCELLED,CARD
161,138,2024-11-11,DELIVERED,COD
162,76,2023-10-14,SHIPPED,COD
163,66,2025-01-25,PLACED,NETBANKING
164,64,2023-07-10,PLACED,CARD
165,73,2024-08-15,PLACED,UPI
166,102,2023-09-15,RETURNED,WALLET
167,135,2023-08-25,SHIPPED,UPI
168,119,2023-02-07,PLACED,NETBANKING
169,60,2024-04-04,CANCELLED,UPI
170,76,2023-08-27,PLACED,CARD
171,150,2023-07-18,CANCELLED,COD
172,132,2023-07-02,SHIPPED,COD
173,2,2023-04-19,SHIPPED,WALLET
174,90,2023-08-11,PLACED,COD
175,37,2023-02-15,PLACED,COD
176,10,2024-09-05,DELIVERED,CARD
177,3,2023-12-02,SHIPPED,COD
178,48,2024-09-27,PLACED,CARD
179,9,2024-05-22,SHIPPED,UPI
180,105,2023-04-14,DELIVERED,WALLET
181,40,2024-10-16,SHIPPED,CARD
182,102,2024-12-13,PLACED,COD
183,79,2024-03-03,RETURNED,COD
184,146,2024-01-01,SHIPPED,UPI
185,94,2024-10-21,PLACED,NETBANKING
186,53,2023-01-07,SHIPPED,CARD
187,109,2023-04-27,DELIVERED,NETBANKING
188,148,2024-01-09,SHIPPED,CARD
189,34,2023-01-16,PLACED,CARD
190,102,2023-04-02,SHIPPED,COD
191,130,2023-06-25,PLACED,COD
192,42,2024-06-17,PLACED,UPI
193,28,2024-01-28,SHIPPED,CARD
194,78,2023-05-10,DELIVERED,UPI
195,124,2023-11-19,PLACED,NETBANKING
196,23,2024-12-30,SHIPPED,CARD
197,57,2024-09-27,SHIPPED,CARD
198,122,2023-07-07,SHIPPED,UPI
199,103,2024-06-14,PLACED,COD
200,32,2023-06-03,PLACED,CARD
201,11,2024-07-29,DELIVERED,UPI
202,83,2023-05-01,PLACED,NETBANKING
203,141,2024-10-04,DELIVERED,NETBANKING
204,79,2024-08-19,PLACED,NETBANKING
205,95,2024-04-02,SHIPPED,CARD
206,6,2023-01-04,SHIPPED,NETBANKING
207,120,2023-08-29,SHIPPED,WALLET
208,118,2023-07-03,DELIVERED,NETBANKING
209,28,2023-03-10,PLACED,NETBANKING
210,94,2023-04-04,DELIVERED,WALLET
211,131,2024-11-03,PLACED,CARD
212,22,2025-01-21,PLACED,WALLET
213,21,2023-02-25,DELIVERED,NETBANKING
214,35,2023-01-27,CANCELLED,WALLET
215,29,2023-07-18,PLACED,NETBANKING
216,74,2023-06-19,DELIVERED,CARD
217,17,2023-12-26,SHIPPED,COD
218,41,2023-11-28,CANCELLED,COD
219,117,2023-05-28,PLACED,NETBANKING
220,54,2024-08-29,PLACED,WALLET
221,61,2023-11-23,PLACED,CARD
222,47,2024-02-18,PLACED,COD
223,84,2024-01-21,PLACED,COD
224,30,2024-06-27,PLACED,COD
225,116,2024-07-22,SHIPPED,UPI
226,65,2024-07-02,SHIPPED,NETBANKING
227,96,2023-09-29,PLACED,COD
228,148,2023-05-30,PLACED,UPI
229,114,2023-08-24,PLACED,UPI
230,76,2024-06-12,PLACED,WALLET
231,81,2025-01-20,PLACED,UPI
232,57,2023-06-02,PLACED,NETBANKING
233,107,2024-06-08,PLACED,UPI
234,34,2024-05-15,PLACED,UPI
235,6,2023-02-25,PLACED,COD
236,78,2023-04-19,SHIPPED,WALLET
237,58,2024-02-28,SHIPPED,WALLET
238,35,2023-07-29,PLACED,NETBANKING
239,41,2023-05-18,PLACED,CARD
240,39,2024-04-06,PLACED,CARD
241,70,2024-02-16,DELIVERED,UPI
242,15,2024-10-22,DELIVERED,COD
243,149,2024-03-30,SHIPPED,WALLET
244,127,2023-09-12,PLACED,UPI
245,12,2023-03-05,SHIPPED,NETBANKING
246,48,2023-09-01,PLACED,UPI
247,4,2024-09-19,SHIPPED,CARD
248,37,2024-02-28,PLACED,WALLET
249,130,2024-10-25,SHIPPED,WALLET
250,45,2024-06-04,PLACED,COD
251,13,2025-01-11,DELIVERED,WALLET
252,2,2024-01-20,DELIVERED,NETBANKING
253,21,2025-01-29,DELIVERED,CARD
254,58,2023-04-18,PLACED,UPI
255,32,2023-12-10,CANCELLED,COD
256,14,2023-09-30,SHIPPED,NETBANKING
257,134,2023-09-29,PLACED,CARD
258,22,2024-06-03,PLACED,COD
259,61,2025-01-31,PLACED,CARD
260,84,2023-07-16,CANCELLED,COD
261,62,2024-01-24,CANCELLED,WALLET
262,121,2024-04-28,DELIVERED,UPI
263,7,2024-03-23,RETURNED,CARD
264,147,2023-11-12,DELIVERED,NETBANKING
265,150,2023-03-21,SHIPPED,CARD
266,38,2023-02-03,PLACED,UPI
267,42,2023-12-20,RETURNED,UPI
268,8,2023-02-12,PLACED,UPI
269,18,2025-01-24,PLACED,WALLET
270,94,2023-07-24,DELIVERED,WALLET
271,17,2024-12-29,CANCELLED,UPI
272,64,2023-07-30,PLACED,UPI
273,9,2024-10-11,PLACED,COD
274,123,2023-04-13,PLACED,CARD
275,76,2023-11-23,PLACED,COD
276,6,2023-12-26,PLACED,COD
277,13,2025-01-02,DELIVERED,COD
278,129,2024-05-02,CANCELLED,WALLET
279,8,2024-02-27,PLACED,WALLET
280,26,2023-12-22,SHIPPED,UPI
281,138,2024-08-02,PLACED,UPI
282,148,2023-10-22,PLACED,UPI
283,135,2023-07-26,PLACED,UPI
284,2,2023-12-23,SHIPPED,NETBANKING
285,48,2024-05-21,SHIPPED,WALLET
286,67,2024-08-14,CANCELLED,COD
287,55,2024-12-17,PLACED,CARD
288,29,2024-10-13,DELIVERED,NETBANKING
289,144,2023-04-18,SHIPPED,COD
290,25,2024-02-15,CANCELLED,UPI
291,109,2024-10-23,PLACED,CARD
292,78,2023-09-27,SHIPPED,WALLET
293,129,2023-06-25,PLACED,CARD
294,118,2023-05-10,SHIPPED,WALLET
295,9,2023-12-23,SHIPPED,WALLET
296,40,2024-04-06,DELIVERED,COD
297,44,2024-04-19,SHIPPED,COD
298,149,2023-08-25,PLACED,NETBANKING
299,61,2024-06-03,PLACED,COD
300,40,2025-01-10,PLACED,CARD
301,84,2024-09-09,SHIPPED,CARD
302,61,2023-12-02,RETURNED,COD
303,27,2023-06-18,RETURNED,UPI
304,51,2024-01-29,PLACED,CARD
305,78,2025-01-20,PLACED,COD
306,51,2023-04-22,SHIPPED,UPI
307,72,2023-07-31,CANCELLED,NETBANKING
308,9,2023-01-13,PLACED,NETBANKING
309,57,2024-05-27,RETURNED,COD
310,119,2023-01-23,PLACED,WALLET
311,104,2023-01-06,DELIVERED,NETBANKING
312,147,2024-08-24,DELIVERED,NETBANKING
313,59,2024-11-14,DELIVERED,WALLET
314,59,2024-11-26,PLACED,UPI
315,117,2024-03-18,PLACED,UPI
316,108,2023-09-06,DELIVERED,CARD
317,65,2024-03-09,SHIPPED,UPI
318,105,2024-06-14,DELIVERED,CARD
319,84,2023-01-11,PLACED,NETBANKING
320,28,2023-02-09,PLACED,CARD
321,42,2025-01-03,DELIVERED,CARD
322,133,2023-12-23,PLACED,WALLET
323,117,2024-07-08,PLACED,NETBANKING
324,132,2023-01-17,SHIPPED,COD
325,134,2023-12-18,SHIPPED,NETBANKING
326,54,2024-12-01,PLACED,WALLET
327,32,2025-01-16,RETURNED,COD
328,15,2023-09-16,PLACED,NETBANKING
329,16,2023-01-14,PLACED,NETBANKING
330,91,2024-08-17,PLACED,CARD
331,78,2025-01-29,SHIPPED,WALLET
332,57,2024-02-06,SHIPPED,CARD
333,34,2023-03-12,DELIVERED,CARD
334,121,2024-10-19,SHIPPED,CARD
335,38,2023-12-28,DELIVERED,NETBANKING
336,120,2023-10-29,DELIVERED,CARD
337,121,2023-12-30,DELIVERED,CARD
338,69,2024-12-22,PLACED,COD
339,110,2024-11-26,PLACED,UPI
340,72,2024-01-02,PLACED,COD
341,83,2024-05-06,SHIPPED,WALLET
342,22,2024-11-06,CANCELLED,CARD
343,78,2024-01-30,PLACED,WALLET
344,84,2023-05-24,SHIPPED,COD
345,150,2023-01-16,DELIVERED,CARD
346,19,2024-11-02,PLACED,WALLET
347,26,2024-08-15,PLACED,CARD
348,48,2024-04-07,PLACED,CARD
349,54,2024-02-17,DELIVERED,CARD
350,24,2024-11-15,CANCELLED,WALLET
351,77,2023-07-22,SHIPPED,CARD
352,136,2023-03-22,DELIVERED,NETBANKING
353,30,2024-07-22,PLACED,NETBANKING
354,60,2023-05-23,SHIPPED,WALLET
355,15,2024-05-10,SHIPPED,CARD
356,126,2023-09-10,SHIPPED,WALLET
357,2,2023-06-14,DELIVERED,NETBANKING
358,145,2024-05-24,DELIVERED,NETBANKING
359,96,2024-03-12,SHIPPED,UPI
360,47,2024-10-14,PLACED,UPI
361,6,2024-09-16,PLACED,COD
362,25,2024-06-06,SHIPPED,CARD
363,9,2023-08-07,DELIVERED,CARD
364,87,2023-04-07,CANCELLED,COD
365,88,2024-04-30,DELIVERED,WALLET
366,54,2023-10-18,SHIPPED,NETBANKING
367,65,2024-07-21,PLACED,COD
368,75,2023-12-30,DELIVERED,NETBANKING
369,86,2024-05-30,RETURNED,WALLET
370,89,2023-07-28,DELIVERED,UPI
371,85,2023-07-16,PLACED,COD
372,33,2024-08-23,RETURNED,UPI
373,11,2024-02-13,DELIVERED,NETBANKING
374,140,2024-08-10,PLACED,COD
375,28,2023-01-07,PLACED,NETBANKING
376,16,2024-05-27,CANCELLED,WALLET
377,97,2024-09-23,PLACED,WALLET
378,22,2023-08-06,PLACED,NETBANKING
379,45,2023-04-14,DELIVERED,UPI
380,108,2023-04-14,CANCELLED,UPI
381,95,2023-05-23,DELIVERED,WALLET
382,67,2023-11-06,PLACED,UPI
383,82,2023-01-21,SHIPPED,WALLET
384,14,2024-05-24,SHIPPED,UPI
385,31,2024-03-07,SHIPPED,NETBANKING
386,115,2023-03-10,PLACED,NETBANKING
387,40,2024-05-01,DELIVERED,WALLET
388,27,2023-03-26,SHIPPED,CARD
389,39,2024-10-03,PLACED,UPI
390,3,2024-12-01,DELIVERED,UPI
391,56,2023-05-05,PLACED,UPI
392,71,2025-01-06,SHIPPED,NETBANKING
393,48,2023-02-21,PLACED,CARD
394,22,2023-10-28,SHIPPED,NETBANKING
395,118,2024-11-16,CANCELLED,COD
396,14,2025-01-04,PLACED,UPI
397,4,2024-10-28,DELIVERED,WALLET
398,21,2024-02-03,PLACED,WALLET
399,43,2024-05-13,SHIPPED,COD
400,95,2024-08-11,DELIVERED,NETBANKING
401,43,2023-05-29,RETURNED,UPI
402,93,2024-10-22,PLACED,NETBANKING
403,123,2024-01-30,DELIVERED,NETBANKING
404,70,2024-08-03,PLACED,COD
405,16,2024-09-28,RETURNED,WALLET
406,86,2024-09-12,DELIVERED,UPI
407,39,2024-09-07,DELIVERED,WALLET
408,110,2023-09-10,PLACED,NETBANKING
409,60,2024-04-07,PLACED,UPI
410,83,2023-09-27,PLACED,CARD
411,11,2023-10-23,DELIVERED,WALLET
412,38,2023-10-08,RETURNED,WALLET
413,128,2023-12-22,SHIPPED,WALLET
414,142,2024-05-11,DELIVERED,CARD
415,60,2023-11-13,SHIPPED,NETBANKING
416,120,2024-12-26,PLACED,COD
417,3,2024-01-30,SHIPPED,UPI
418,138,2023-12-30,DELIVERED,CARD
419,102,2024-08-16,SHIPPED,COD
420,134,2023-11-25,SHIPPED,WALLET
421,52,2023-07-13,PLACED,UPI
422,47,2024-12-18,PLACED,WALLET
423,145,2024-01-03,SHIPPED,WALLET
424,39,2023-09-10,PLACED,NETBANKING
425,96,2023-04-19,PLACED,NETBANKING
426,21,2023-06-09,PLACED,UPI
427,89,2023-10-15,SHIPPED,UPI
428,25,2023-02-04,PLACED,WALLET
429,125,2024-08-23,SHIPPED,COD
430,72,2024-03-12,PLACED,NETBANKING
431,34,2023-09-18,DELIVERED,COD
432,52,2023-07-05,PLACED,UPI
433,14,2023-02-05,SHIPPED,NETBANKING
434,125,2023-03-07,CANCELLED,NETBANKING
435,31,2024-12-24,RETURNED,COD
436,82,2024-08-01,PLACED,UPI
437,130,2024-02-07,PLACED,CARD
438,95,2023-08-29,RETURNED,CARD
439,45,2023-02-09,CANCELLED,COD
440,16,2024-07-20,CANCELLED,UPI
441,67,2024-06-09,DELIVERED,NETBANKING
442,15,2023-04-14,PLACED,UPI
443,51,2024-11-24,DELIVERED,WALLET
444,113,2024-10-30,PLACED,COD
445,96,2023-09-21,PLACED,COD
446,124,2024-01-24,PLACED,CARD
447,37,2024-11-24,CANCELLED,NETBANKING
448,50,2023-02-06,PLACED,CARD
449,20,2024-09-25,CANCELLED,CARD
450,115,2023-04-10,CANCELLED,NETBANKING
451,6,2024-10-05,PLACED,COD
452,83,2023-08-28,SHIPPED,COD
453,37,2023-12-06,PLACED,UPI
454,47,2024-12-31,SHIPPED,CARD
455,113,2023-06-02,PLACED,NETBANKING
456,64,2023-06-09,PLACED,WALLET
457,76,2023-12-09,DELIVERED,COD
458,126,2023-04-22,PLACED,NETBANKING
459,30,2023-06-07,RETURNED,UPI
460,55,2024-07-27,SHIPPED,COD
461,31,2023-09-21,DELIVERED,COD
462,111,2023-09-25,RETURNED,CARD
463,25,2024-02-04,PLACED,CARD
464,15,2025-01-13,RETURNED,CARD
465,5,2024-03-28,DELIVERED,COD
466,131,2023-05-24,SHIPPED,WALLET
467,74,2023-07-10,PLACED,UPI
468,105,2023-08-12,PLACED,CARD
469,36,2023-07-04,SHIPPED,CARD
470,45,2023-07-21,SHIPPED,UPI
471,127,2023-10-08,PLACED,CARD
472,50,2024-08-19,PLACED,UPI
473,17,2024-12-09,DELIVERED,NETBANKING
474,15,2024-06-14,DELIVERED,COD
475,73,2024-10-16,CANCELLED,NETBANKING
476,24,2023-01-16,SHIPPED,NETBANKING
477,35,2024-11-12,PLACED,CARD
478,145,2024-01-11,PLACED,COD
479,148,2024-09-01,CANCELLED,COD
480,134,2024-04-01,RETURNED,UPI
481,31,2024-01-01,DELIVERED,COD
482,98,2024-08-13,DELIVERED,UPI
483,75,2023-04-21,RETURNED,NETBANKING
484,115,2024-06-09,PLACED,WALLET
485,35,2023-01-22,PLACED,UPI
486,58,2024-09-25,PLACED,UPI
487,80,2023-09-14,SHIPPED,UPI
488,5,2023-04-09,CANCELLED,CARD
489,67,2023-01-19,DELIVERED,WALLET
490,119,2024-06-19,PLACED,NETBANKING
491,27,2023-12-26,CANCELLED,CARD
492,12,2023-10-07,PLACED,NETBANKING
493,150,2024-05-27,DELIVERED,UPI
494,32,2023-05-05,SHIPPED,CARD
495,139,2024-08-29,PLACED,CARD
496,38,2024-11-15,SHIPPED,NETBANKING
497,43,2023-01-19,CANCELLED,NETBANKING
498,108,2024-09-03,DELIVERED,WALLET
499,10,2024-02-10,RETURNED,UPI
500,93,2023-12-13,SHIPPED,COD
501,112,2024-07-31,DELIVERED,COD
502,103,2024-07-28,PLACED,WALLET
503,38,2024-11-27,CANCELLED,CARD
504,109,2024-11-10,SHIPPED,COD
505,28,2024-06-27,PLACED,COD
506,111,2023-07-25,SHIPPED,UPI
507,58,2023-05-23,SHIPPED,NETBANKING
508,117,2024-10-10,PLACED,UPI
509,9,2024-10-18,SHIPPED,WALLET
510,70,2024-10-05,SHIPPED,UPI
511,26,2023-09-14,PLACED,UPI
512,112,2023-08-31,RETURNED,COD
513,29,2023-11-09,PLACED,CARD
514,31,2023-03-03,SHIPPED,WALLET
515,69,2023-03-28,SHIPPED,WALLET
516,38,2024-03-26,PLACED,CARD
517,76,2024-02-21,SHIPPED,COD
518,63,2025-01-23,PLACED,WALLET
519,74,2024-04-10,SHIPPED,WALLET
520,57,2024-10-27,PLACED,WALLET
521,94,2024-04-16,CANCELLED,COD
522,123,2024-04-25,DELIVERED,UPI
523,63,2023-12-08,PLACED,WALLET
524,140,2024-01-28,RETURNED,NETBANKING
525,4,2023-12-28,PLACED,CARD
526,83,2024-07-24,PLACED,COD
527,73,2023-08-10,PLACED,UPI
528,41,2024-07-18,PLACED,COD
529,113,2024-11-04,PLACED,NETBANKING
530,113,2023-12-29,DELIVERED,UPI
531,134,2023-08-19,RETURNED,CARD
532,107,2023-12-12,DELIVERED,CARD
533,52,2024-09-23,SHIPPED,COD
534,133,2023-04-08,DELIVERED,NETBANKING
535,69,2024-10-07,DELIVERED,CARD
536,106,2023-04-16,PLACED,WALLET
537,150,2023-05-01,SHIPPED,WALLET
538,39,2024-03-03,DELIVERED,COD
539,29,2024-01-24,CANCELLED,NETBANKING
540,74,2025-01-10,PLACED,COD
541,101,2024-06-22,SHIPPED,NETBANKING
542,83,2023-01-07,DELIVERED,NETBANKING
543,98,2024-03-30,PLACED,WALLET
544,78,2023-05-29,SHIPPED,NETBANKING
545,149,2023-08-26,PLACED,COD
546,83,2024-09-14,DELIVERED,COD
547,53,2024-03-12,CANCELLED,UPI
548,7,2023-02-18,PLACED,NETBANKING
549,77,2024-07-03,DELIVERED,WALLET
550,112,2024-06-13,DELIVERED,NETBANKING
551,100,2024-04-20,PLACED,WALLET
552,90,2024-04-08,CANCELLED,UPI
553,135,2023-08-23,PLACED,COD
554,129,2024-02-15,SHIPPED,WALLET
555,40,2023-07-12,RETURNED,NETBANKING
556,103,2024-03-26,DELIVERED,WALLET
557,88,2024-12-09,SHIPPED,UPI
558,44,2024-01-07,PLACED,UPI
559,80,2024-06-08,PLACED,COD
560,88,2024-06-05,CANCELLED,NETBANKING
561,41,2024-06-20,PLACED,WALLET
562,54,2024-06-01,CANCELLED,NETBANKING
563,47,2023-03-03,SHIPPED,WALLET
564,28,2023-12-28,SHIPPED,UPI
565,106,2023-01-11,DELIVERED,COD
566,142,2023-01-05,CANCELLED,NETBANKING
567,26,2024-08-23,PLACED,UPI
568,51,2023-06-29,SHIPPED,WALLET
569,146,2023-09-30,CANCELLED,WALLET
570,132,2023-05-28,SHIPPED,NETBANKING
571,32,2023-05-29,PLACED,WALLET
572,28,2023-01-30,PLACED,CARD
573,134,2024-05-17,DELIVERED,WALLET
574,111,2023-03-05,DELIVERED,WALLET
575,83,2023-05-28,DELIVERED,COD
576,71,2023-06-23,PLACED,UPI
577,150,2023-03-06,PLACED,NETBANKING
578,99,2023-01-21,PLACED,NETBANKING
579,150,2023-02-14,SHIPPED,WALLET
580,62,2023-09-13,PLACED,CARD
581,45,2023-11-19,PLACED,NETBANKING
582,78,2024-03-04,SHIPPED,NETBANKING
583,18,2023-09-06,DELIVERED,WALLET
584,57,2024-02-28,PLACED,NETBANKING
585,6,2023-09-07,PLACED,CARD
586,92,2024-01-24,PLACED,COD
587,102,2024-07-29,PLACED,COD
588,137,2024-01-30,PLACED,UPI
589,32,2024-03-08,DELIVERED,COD
590,142,2023-09-08,PLACED,NETBANKING
591,73,2023-12-19,PLACED,UPI
592,72,2024-11-11,PLACED,CARD
593,62,2024-12-23,PLACED,CARD
594,70,2024-07-11,DELIVERED,CARD
595,143,2024-03-29,SHIPPED,CARD
596,41,2024-01-12,PLACED,NETBANKING
597,97,2024-10-06,RETURNED,CARD
598,77,2024-05-02,SHIPPED,CARD
599,116,2024-11-22,PLACED,COD
600,113,2024-08-24,RETURNED,WALLET
601,64,2024-02-18,SHIPPED,CARD
602,33,2023-05-06,DELIVERED,UPI
603,139,2023-10-04,DELIVERED,NETBANKING
604,8,2024-11-04,DELIVERED,CARD
605,80,2023-01-16,PLACED,UPI
606,46,2023-08-26,PLACED,UPI
607,18,2024-07-29,CANCELLED,WALLET
608,77,2023-07-17,PLACED,COD
609,23,2023-08-20,PLACED,NETBANKING
610,73,2023-12-31,SHIPPED,NETBANKING
611,34,2023-10-11,PLACED,COD
612,90,2024-02-27,PLACED,NETBANKING
613,64,2024-02-15,PLACED,UPI
614,47,2023-10-26,PLACED,WALLET
615,57,2024-12-30,DELIVERED,NETBANKING
616,11,2024-09-15,PLACED,CARD
617,78,2023-06-09,PLACED,UPI
618,142,2023-11-15,SHIPPED,CARD
619,145,2023-08-22,SHIPPED,WALLET
620,66,2024-03-21,DELIVERED,WALLET
621,90,2023-01-01,PLACED,COD
622,11,2024-08-22,SHIPPED,UPI
623,63,2024-11-28,PLACED,COD
624,54,2023-12-20,DELIVERED,UPI
625,107,2024-12-12,DELIVERED,WALLET
626,57,2023-10-15,SHIPPED,COD
627,109,2024-03-29,CANCELLED,WALLET
628,116,2024-06-04,PLACED,CARD
629,110,2024-11-20,SHIPPED,CARD
630,126,2023-07-13,PLACED,WALLET
631,67,2023-06-28,SHIPPED,CARD
632,140,2023-09-24,PLACED,UPI
633,44,2024-01-02,PLACED,UPI
634,52,2024-10-13,PLACED,CARD
635,125,2024-11-17,SHIPPED,CARD
636,2,2024-06-11,DELIVERED,CARD
637,90,2024-12-15,PLACED,CARD
638,145,2023-09-04,PLACED,UPI
639,141,2024-03-10,DELIVERED,CARD
640,40,2024-09-05,RETURNED,NETBANKING
641,53,2023-04-28,DELIVERED,UPI
642,93,2024-05-13,PLACED,UPI
643,72,2023-11-08,PLACED,COD
